routeId,cost
9011001098700000,0.000000
9011001001200000,343809.933333
9011001060900000,-19581.333333
9011001005700000,-111558.738889
9011001092500000,-89453.293830
9011001071100000,-16606.800000
9011001075600000,-8048.880000
9011001014200000,-2691.005555
9011001081200000,-18302.627778
9011008000900000,-28140.000000
9011001054200000,-33717.600000
9011001062600000,-21505.048889
9011001017500000,-73768.561111
9011001002800000,-182715.483333
9011001050800000,-41650.000000
9011001051300000,-22441.922222
9011001044100000,-20308.171840
9011001046900000,-28053.866667
9011001072700000,-8796.480000
9011001068800000,-24418.800000
9011001006900000,-1688.400000
9011001047400000,-284834.340000
9011001074000000,-88728.816667
9011001011300000,390240.255556
9011001042800000,-6811.560000
9011001082800000,-35530.794444
9011001004100000,-320815.501895
9011001090800000,-8205.733333
9011001007400000,76213.772222
9011001015500000-155X,5974.927778
9011001019900000,0.000000
9011001012900000,-31370.305556
9011001052900000,-27064.800000
9011001050100000,-45162.561111
9011001059900000,-782.880000
9011001043000000-430X,-8384.078889
9011001061400000,-4258.800000
9011001070600000,-483.472222
9011008001400000,-14007.466667
9011001054600000,-9466.583334
9011001044500000,-57356.796671
9011001068400000,-56431.588889
9011001080700000,-165020.527778
9011001000700000,-153440.127778
9011001031500000,-21495.600000
9011001071500000,-12574.800000
9011001055800000,-12608.400000
9011001020500000,-4996.452033
9011001041600000,9121.533669
9011001081600000,48903.833333
9011008002600000,0.000000
9011001081900000,-38534.862269
9011001098700000-40D,0.000000
9011001098700000-40C,0.000000
9011001001900000,1745553.974402
9011001053000000,-7305.060000
9011001093000000,-99538.094444
9011001050400000-504Y,0.000000
9011001051700000,-41317.977778
9011001011700000,94175.466667
9011001040200000-402X,-1134.000000
9011001044300000-443C,-9285.538889
9011001015800000,-2772.000000
9011001074400000,-85106.505556
9011001060500000,-67125.450000
9011001098700000-40S,0.000000
9011001060200000,-38527.272222
9011008000200000,-22722.505556
9011005090700000,-28763.900000
9011001074800000,-13884.072223
9011001080300000,2205.027777
9011001070300000,44750.011110
9011001082000000,-10444.066667
9011001061700000,-41427.583333
9011001044800000,-4157.961111
9011001055000000,-48903.316667
9011001059500000,-9172.800000
9011008001700000,-15633.333333
9011001066400000,-1310.400000
9011001044900000,-5692.166666
9011001050400000,-92680.838889
9011001086500000,-58096.777778
9011001006500000,-61645.950000
9011001017900000,18756.827778
9011001005000000,-115665.505556
9011001013400000,-96359.138889
9011001031800000,-10678.422222
9011001017800000,-35119.088889
9011001079700000,-401.520000
9011001043300000,-37787.517778
9011001018300000,0.000000
9011001000300000,-166219.661111
9011001071900000,-15296.400000
9011001022200000,-387.566667
9011001056700000,-53232.066667
9011001083600000,-11062.800000
9011001006600000,0.000000
9011001011600000,2968.688890
9011001030200000,-19768.127598
9011001018500000-185V,-9223.516667
9011001083700000,-64949.220000
9011001053700000,-26951.446667
9011001034000000,-31266.355556
9011001060600000,-31278.955556
9011001071400000,-21318.472223
9011001023800000,-42395.438889
9011001060100000,-27297.622223
9011001076100000,-478.380000
9011001019200000,-10153.900000
9011001072300000,-33136.638889
9011001082100000,-21726.244445
9011001049100000,-10945.833333
9011001031100000,-26046.321111
9011001063500000,-3679.200000
9011001052800000,-35968.416668
9011001002100000,395635.213249
9011001042400000,-4158.000000
9011001009400000,-17614.800000
9011001016300000,50762.933334
9011001055200000-552V,32907.244445
9011001061000000,-104816.120000
9011001015700000,123771.777778
9011001070900000,-5425.560000
9011001011200000,72420.800001
9011001087300000,-85635.499938
9011001050900000,-116503.955556
9011001041100000,-7487.472222
9011001055700000,-15565.200000
9011001092600000,-74617.174830
9011001031100000-311E,-875.700000
9011001052600000,-47733.911111
9011001068700000,-43642.372222
9011001044400000,-28968.581408
9011001079100000,-16401.700000
9011001045800000,-1888.346345
9011001022500000,895.883333
9011001052400000,-36907.080000
9011001001100000,1001924.527776
9011001015900000,-4163.833333
9011001083000000,-112904.483333
9011001017200000,-67910.322224
9011001012400000,-21031.216667
9011001068500000,-51936.000000
9011001069000000,-12214.020000
9011001063900000,-41885.324444
9011001047100000,-189365.606232
9011001071000000,74351.733333
9011001042300000,-31465.272222
9011001019300000,-9614.616667
9011001000100000,-170155.400000
9011001005400000,-24549.372222
9011008001300000,-36242.720325
9011001002900000,-25090.794444
9011001042400000-424V,-6426.000000
9011001040100000,-80179.005555
9011001051400000,-40155.477778
9011001075300000,-4102.560000
9011001082300000,-8331.905556
9011001080900000-809C,-23713.200000
9011001049200000,-6720.840000
9011001055800000-558X,-1234.800000
9011001069700000,-13949.872222
9011001081300000,-26899.055556
9011001083500000,-65601.900000
9011001008000000,0.000000
9011001062700000,-55724.577778
9011001011400000,-25332.800000
9011001042900000-429X,-18689.104445
9011001053600000,-54456.780000
9011001074700000,-9249.527778
9011001041300000,-27865.388889
9011001008900000,0.000000
9011001015500000,4414.355555
9011001067000000-670X,-11995.900000
9011001008200000,-134817.122222
9011001000400000,-554324.400000
