routeId,cost
9011001098700000,0.000000
9011001001200000,93676.227778
9011001060900000,-19730.044444
9011001005700000,-135052.077778
9011001092500000,-119596.293081
9011001071100000,-16606.800000
9011001075600000,-8048.880000
9011001014200000,-27790.219444
9011001081200000,-21249.491666
9011008000900000,-28140.000000
9011001054200000,-33717.600000
9011001062600000,-21592.304444
9011001017500000,-82583.213889
9011001002800000,-196006.138889
9011001050800000,-53648.261111
9011001051300000,-23470.644444
9011001044100000,-25542.254248
9011001046900000,-28338.813889
9011001072700000,-8796.480000
9011001068800000,-24418.800000
9011001006900000,-1688.400000
9011001047400000,-265141.828888
9011001074000000,-114648.777778
9011001011300000,136959.094445
9011001042800000,-6811.560000
9011001082800000,-37176.508333
9011001004100000,-739586.164837
9011001090800000,-8121.280556
9011001007400000,-27446.622222
9011001015500000-155X,-3535.913889
9011001019900000,0.000000
9011001012900000,-50729.752778
9011001052900000,-27064.800000
9011001050100000,-47224.197222
9011001059900000,-782.880000
9011001043000000-430X,-10106.681667
9011001061400000,-4258.800000
9011001070600000,-6255.975000
9011008001400000,-14007.233333
9011001054600000,-9201.936111
9011001044500000,-66156.008333
9011001068400000,-56481.502778
9011001080700000,-196461.122222
9011001000700000,-171104.902778
9011001031500000,-21495.600000
9011001071500000,-12574.800000
9011001055800000,-12608.400000
9011001020500000,-34022.134350
9011001041600000,-643.005388
9011001081600000,-12370.755555
9011008002600000,0.000000
9011001081900000,-43963.128357
9011001098700000-40D,0.000000
9011001098700000-40C,0.000000
9011001001900000,252837.461756
9011001053000000,-7305.060000
9011001093000000,-99702.847222
9011001050400000-504Y,0.000000
9011001051700000,-65094.833333
9011001011700000,-9743.530555
9011001040200000-402X,-1134.000000
9011001044300000-443C,-9693.736111
9011001015800000,-2772.000000
9011001074400000,-90762.147222
9011001060500000,-68109.202778
9011001098700000-40S,0.000000
9011001060200000,-39668.355556
9011008000200000,-24200.419444
9011005090700000,-30614.833333
9011001074800000,-19422.355556
9011001080300000,-12976.775000
9011001070300000,2244.599999
9011001082000000,-10703.033333
9011001061700000,-41518.336111
9011001044800000,-4217.675000
9011001055000000,-49038.783333
9011001059500000,-9172.800000
9011008001700000,-15633.333333
9011001066400000,-1310.400000
9011001044900000,-13576.130555
9011001050400000,-97361.941667
9011001086500000,-79474.027778
9011001006500000,-64843.286111
9011001017900000,-134826.605555
9011001005000000,-122528.452778
9011001013400000,-110802.213889
9011001031800000,-11510.061111
9011001017800000,-125252.669444
9011001079700000,-401.520000
9011001043300000,-39609.717778
9011001018300000,0.000000
9011001000300000,-209351.616667
9011001071900000,-15296.400000
9011001022200000,-3066.077778
9011001056700000,-58468.583333
9011001083600000,-11062.800000
9011001006600000,0.000000
9011001011600000,-42192.899999
9011001030200000,-26620.305466
9011001018500000-185V,-11802.975000
9011001083700000,-64949.220000
9011001053700000,-27663.696667
9011001034000000,-31740.683333
9011001060600000,-32076.875000
9011001071400000,-33398.450000
9011001023800000,-45264.602778
9011001060100000,-60019.091667
9011001076100000,-478.380000
9011001019200000,-9924.425000
9011001072300000,-33137.319444
9011001082100000,-31138.072223
9011001049100000,-10836.000000
9011001031100000,-30115.165556
9011001063500000,-3679.200000
9011001052800000,-38351.950000
9011001002100000,98017.874260
9011001042400000,-4158.000000
9011001009400000,-17616.725000
9011001016300000,-80828.500000
9011001055200000-552V,-1597.525000
9011001061000000,-105876.883889
9011001015700000,24352.550000
9011001070900000,-5425.560000
9011001011200000,6102.400000
9011001087300000,-98334.583302
9011001050900000,-122037.327778
9011001041100000,-7523.736111
9011001055700000,-15565.200000
9011001092600000,-100088.212796
9011001031100000-311E,-875.700000
9011001052600000,-55547.427778
9011001068700000,-44121.097222
9011001044400000,-55278.235148
9011001079100000,-16406.933333
9011001045800000,-5827.949895
9011001022500000,-2191.563889
9011001052400000,-36907.080000
9011001001100000,231868.863888
9011001015900000,-4349.916667
9011001083000000,-114049.775000
9011001017200000,-197313.697223
9011001012400000,-22549.269444
9011001068500000,-52885.113889
9011001069000000,-12214.020000
9011001063900000,-42527.302222
9011001047100000,-211054.611112
9011001071000000,-8602.588889
9011001042300000,-32104.391667
9011001019300000,-9626.050000
9011001000100000,-419252.400000
9011001005400000,-27984.886111
9011008001300000,-37970.910162
9011001002900000,-57719.350000
9011001042400000-424V,-6426.000000
9011001040100000,-110320.641666
9011001051400000,-95302.333334
9011001075300000,-4102.560000
9011001082300000,-13812.161111
9011001080900000-809C,-23713.200000
9011001049200000,-6712.712222
9011001055800000-558X,-1234.800000
9011001069700000,-13923.000000
9011001081300000,-28623.719445
9011001083500000,-65601.900000
9011001008000000,0.000000
9011001062700000,-61804.227778
9011001011400000,-27843.625000
9011001042900000-429X,-22161.329444
9011001053600000,-54456.780000
9011001074700000,-11995.763889
9011001041300000,-34126.033333
9011001008900000,0.000000
9011001015500000,-12643.050000
9011001067000000-670X,-12058.550000
9011001008200000,-134819.494444
9011001000400000,-554324.400000
9011001016500000,-23135.502778
9011001071700000,-19504.800000
9011001062300000-623V,-21067.200000
9011001062200000-622X,-6703.200000
9011001039600000,0.000000
9011001030300000,-24367.491667
9011001060400000,-71713.786111
9011001041800000,-10553.933333
9011001019500000,-10407.600000
9011001069500000,-10357.200000
9011001075000000,-1478.400000
9011001053400000,-31778.880000
9011001030500000,-35022.380556
9011001092100000,-10098.152778
9011001051600000,-14896.213889
9011001011900000,40112.368660
