n,e,pop
7189000,790000,15
7190000,790000,237
7191000,790000,114
7192000,790000,4
7197000,790000,34
7198000,790000,4
7199000,790000,43
7202000,790000,11
7217000,790000,28
7218000,790000,13
7221000,790000,3
7222000,790000,0
7226000,790000,12
7235000,790000,6
7236000,790000,9
7254000,790000,11
7255000,790000,26
7256000,790000,47
7257000,790000,244
7258000,790000,90
7259000,790000,93
7260000,790000,142
7261000,790000,145
7262000,790000,22
7263000,790000,3
7264000,790000,25
7266000,790000,6
7269000,790000,0
7270000,790000,27
7271000,790000,37
7272000,790000,31
7279000,790000,3
7283000,790000,20
7284000,790000,11
7285000,790000,19
7320000,790000,11
7321000,790000,17
7322000,790000,16
7323000,790000,9
7343000,790000,6
7564000,790000,43
7565000,790000,12
7128000,791000,11
7133000,791000,5
7134000,791000,19
7135000,791000,8
7136000,791000,33
7137000,791000,17
7138000,791000,9
7139000,791000,0
7141000,791000,16
7142000,791000,17
7143000,791000,4
7144000,791000,7
7146000,791000,9
7148000,791000,4
7152000,791000,4
7153000,791000,6
7155000,791000,5
7162000,791000,0
7163000,791000,8
7167000,791000,6
7168000,791000,9
7169000,791000,0
7170000,791000,0
7171000,791000,8
7172000,791000,3
7175000,791000,3
7176000,791000,7
7177000,791000,38
7178000,791000,3
7180000,791000,11
7182000,791000,6
7183000,791000,5
7184000,791000,10
7185000,791000,36
7186000,791000,0
7188000,791000,0
7189000,791000,192
7190000,791000,54
7191000,791000,126
7197000,791000,38
7202000,791000,3
7206000,791000,5
7207000,791000,3
7217000,791000,10
7218000,791000,46
7219000,791000,3
7220000,791000,0
7235000,791000,9
7236000,791000,10
7250000,791000,9
7251000,791000,5
7252000,791000,9
7255000,791000,3
7256000,791000,46
7257000,791000,28
7258000,791000,25
7259000,791000,51
7261000,791000,36
7262000,791000,17
7263000,791000,85
7264000,791000,24
7265000,791000,11
7266000,791000,0
7270000,791000,16
7271000,791000,6
7272000,791000,14
7280000,791000,19
7281000,791000,14
7282000,791000,16
7283000,791000,8
7316000,791000,3
7317000,791000,0
7319000,791000,114
7320000,791000,19
7321000,791000,15
7490000,791000,5
7564000,791000,3
7565000,791000,0
7128000,792000,6
7138000,792000,7
7139000,792000,8
7140000,792000,13
7141000,792000,267
7142000,792000,259
7152000,792000,3
7154000,792000,3
7170000,792000,8
7171000,792000,15
7172000,792000,3
7181000,792000,0
7183000,792000,3
7184000,792000,28
7185000,792000,46
7186000,792000,7
7188000,792000,4
7189000,792000,109
7190000,792000,354
7191000,792000,603
7193000,792000,0
7194000,792000,3
7197000,792000,20
7207000,792000,3
7210000,792000,0
7211000,792000,3
7216000,792000,78
7217000,792000,734
7218000,792000,47
7225000,792000,3
7232000,792000,3
7247000,792000,11
7250000,792000,17
7251000,792000,29
7252000,792000,56
7253000,792000,3
7254000,792000,5
7256000,792000,7
7258000,792000,0
7259000,792000,3
7261000,792000,94
7262000,792000,78
7263000,792000,12
7264000,792000,6
7265000,792000,116
7266000,792000,45
7267000,792000,22
7268000,792000,55
7278000,792000,13
7279000,792000,5
7280000,792000,68
7281000,792000,5
7295000,792000,0
7296000,792000,0
7308000,792000,12
7309000,792000,0
7316000,792000,17
7317000,792000,0
7318000,792000,23
7319000,792000,26
7320000,792000,5
7430000,792000,3
7452000,792000,3
7489000,792000,0
7490000,792000,3
7520000,792000,3
7131000,793000,3
7132000,793000,6
7136000,793000,10
7137000,793000,0
7140000,793000,5
7141000,793000,20
7142000,793000,6
7151000,793000,14
7153000,793000,7
7183000,793000,4
7184000,793000,18
7185000,793000,7
7186000,793000,6
7188000,793000,7
7190000,793000,732
7191000,793000,232
7197000,793000,18
7198000,793000,0
7207000,793000,10
7208000,793000,3
7210000,793000,3
7211000,793000,7
7212000,793000,4
7213000,793000,36
7214000,793000,8
7215000,793000,3
7216000,793000,66
7217000,793000,632
7218000,793000,10
7224000,793000,4
7230000,793000,8
7231000,793000,21
7245000,793000,5
7246000,793000,10
7247000,793000,247
7248000,793000,101
7249000,793000,7
7250000,793000,26
7251000,793000,42
7252000,793000,230
7253000,793000,14
7254000,793000,3
7257000,793000,5
7258000,793000,49
7261000,793000,4
7262000,793000,9
7263000,793000,4
7264000,793000,8
7265000,793000,96
7266000,793000,161
7267000,793000,19
7268000,793000,4
7278000,793000,3
7279000,793000,26
7294000,793000,59
7295000,793000,3
7304000,793000,0
7306000,793000,6
7307000,793000,5
7308000,793000,0
7318000,793000,9
7319000,793000,10
7437000,793000,4
7452000,793000,7
7518000,793000,5
7519000,793000,3
7520000,793000,0
7593000,793000,0
7594000,793000,15
7595000,793000,70
7133000,794000,18
7134000,794000,17
7135000,794000,3
7136000,794000,9
7137000,794000,3
7139000,794000,14
7150000,794000,3
7179000,794000,0
7180000,794000,50
7182000,794000,3
7183000,794000,0
7185000,794000,121
7186000,794000,161
7187000,794000,22
7188000,794000,91
7189000,794000,848
7190000,794000,604
7198000,794000,3
7207000,794000,8
7210000,794000,0
7211000,794000,4
7212000,794000,11
7213000,794000,26
7216000,794000,0
7217000,794000,141
7223000,794000,0
7229000,794000,5
7230000,794000,25
7231000,794000,0
7247000,794000,26
7248000,794000,5
7250000,794000,3
7252000,794000,30
7253000,794000,8
7258000,794000,87
7263000,794000,8
7264000,794000,28
7265000,794000,23
7266000,794000,6
7278000,794000,12
7279000,794000,12
7283000,794000,0
7284000,794000,3
7291000,794000,8
7292000,794000,11
7293000,794000,7
7294000,794000,151
7304000,794000,7
7305000,794000,12
7306000,794000,3
7318000,794000,18
7319000,794000,19
7321000,794000,4
7353000,794000,0
7358000,794000,0
7378000,794000,3
7427000,794000,3
7428000,794000,4
7437000,794000,9
7448000,794000,0
7449000,794000,3
7461000,794000,3
7508000,794000,3
7509000,794000,3
7518000,794000,5
7519000,794000,6
7595000,794000,14
7599000,794000,18
7600000,794000,25
7601000,794000,3
7612000,794000,0
7613000,794000,8
7134000,795000,0
7138000,795000,12
7139000,795000,0
7143000,795000,0
7148000,795000,5
7149000,795000,3
7153000,795000,17
7174000,795000,4
7178000,795000,13
7179000,795000,21
7180000,795000,448
7181000,795000,197
7184000,795000,0
7186000,795000,71
7187000,795000,63
7188000,795000,172
7189000,795000,306
7192000,795000,0
7193000,795000,7
7194000,795000,14
7214000,795000,0
7217000,795000,3
7218000,795000,0
7219000,795000,16
7228000,795000,0
7229000,795000,18
7230000,795000,4
7245000,795000,15
7246000,795000,17
7257000,795000,3
7258000,795000,33
7260000,795000,3
7262000,795000,77
7264000,795000,3
7277000,795000,12
7278000,795000,35
7279000,795000,12
7283000,795000,3
7284000,795000,6
7290000,795000,0
7292000,795000,4
7293000,795000,10
7294000,795000,29
7298000,795000,12
7299000,795000,7
7304000,795000,6
7305000,795000,17
7309000,795000,3
7318000,795000,37
7319000,795000,6
7352000,795000,3
7377000,795000,0
7378000,795000,3
7427000,795000,3
7436000,795000,30
7437000,795000,3
7448000,795000,0
7449000,795000,23
7450000,795000,15
7461000,795000,3
7509000,795000,4
7510000,795000,3
7518000,795000,4
7598000,795000,3
7599000,795000,16
7600000,795000,0
7601000,795000,7
7133000,796000,3
7139000,796000,9
7143000,796000,3
7145000,796000,21
7146000,796000,11
7147000,796000,0
7148000,796000,13
7152000,796000,8
7153000,796000,8
7169000,796000,6
7171000,796000,3
7172000,796000,4
7173000,796000,7
7178000,796000,33
7179000,796000,142
7180000,796000,1221
7181000,796000,47
7182000,796000,8
7184000,796000,23
7187000,796000,153
7188000,796000,1637
7189000,796000,181
7191000,796000,19
7192000,796000,10
7194000,796000,31
7198000,796000,0
7218000,796000,41
7219000,796000,12
7220000,796000,9
7223000,796000,0
7227000,796000,7
7228000,796000,14
7254000,796000,6
7255000,796000,5
7257000,796000,75
7258000,796000,209
7259000,796000,105
7260000,796000,0
7261000,796000,131
7262000,796000,56
7263000,796000,38
7275000,796000,7
7276000,796000,35
7277000,796000,79
7278000,796000,52
7282000,796000,0
7297000,796000,4
7298000,796000,24
7307000,796000,0
7308000,796000,0
7309000,796000,0
7316000,796000,0
7317000,796000,9
7318000,796000,66
7319000,796000,4
7336000,796000,3
7346000,796000,0
7347000,796000,3
7428000,796000,0
7447000,796000,0
7448000,796000,17
7449000,796000,82
7450000,796000,23
7517000,796000,0
7133000,797000,0
7136000,797000,8
7140000,797000,0
7141000,797000,3
7145000,797000,7
7146000,797000,0
7152000,797000,12
7154000,797000,7
7161000,797000,3
7174000,797000,4
7178000,797000,3
7179000,797000,104
7180000,797000,258
7181000,797000,9
7182000,797000,0
7183000,797000,3
7187000,797000,52
7188000,797000,1170
7189000,797000,11
7190000,797000,3
7191000,797000,7
7218000,797000,25
7221000,797000,3
7222000,797000,29
7226000,797000,8
7227000,797000,50
7253000,797000,4
7254000,797000,113
7255000,797000,27
7256000,797000,224
7257000,797000,844
7258000,797000,433
7259000,797000,30
7260000,797000,662
7261000,797000,1450
7262000,797000,446
7263000,797000,30
7264000,797000,18
7273000,797000,3
7274000,797000,8
7275000,797000,20
7276000,797000,21
7277000,797000,5
7289000,797000,10
7308000,797000,37
7309000,797000,0
7316000,797000,21
7317000,797000,42
7318000,797000,71
7330000,797000,4
7346000,797000,4
7347000,797000,0
7357000,797000,3
7421000,797000,3
7448000,797000,20
7136000,798000,0
7137000,798000,3
7138000,798000,3
7139000,798000,3
7141000,798000,3
7157000,798000,5
7158000,798000,4
7160000,798000,24
7168000,798000,0
7169000,798000,12
7173000,798000,4
7174000,798000,3
7177000,798000,3
7180000,798000,0
7186000,798000,0
7188000,798000,35
7189000,798000,15
7195000,798000,13
7222000,798000,17
7226000,798000,41
7227000,798000,30
7253000,798000,20
7254000,798000,415
7255000,798000,653
7256000,798000,277
7257000,798000,451
7258000,798000,186
7259000,798000,480
7260000,798000,502
7261000,798000,96
7262000,798000,405
7263000,798000,21
7264000,798000,15
7265000,798000,9
7272000,798000,13
7273000,798000,41
7274000,798000,17
7275000,798000,20
7276000,798000,3
7281000,798000,36
7282000,798000,18
7285000,798000,3
7286000,798000,4
7288000,798000,4
7289000,798000,4
7290000,798000,3
7292000,798000,3
7295000,798000,14
7296000,798000,9
7308000,798000,0
7314000,798000,4
7315000,798000,22
7316000,798000,4
7317000,798000,36
7318000,798000,25
7330000,798000,8
7357000,798000,3
7499000,798000,5
7139000,799000,3
7145000,799000,4
7157000,799000,6
7158000,799000,17
7159000,799000,4
7160000,799000,7
7167000,799000,5
7168000,799000,5
7169000,799000,15
7171000,799000,0
7172000,799000,3
7179000,799000,3
7189000,799000,0
7224000,799000,5
7225000,799000,6
7226000,799000,9
7253000,799000,12
7254000,799000,30
7255000,799000,157
7256000,799000,25
7257000,799000,9
7258000,799000,4
7259000,799000,13
7260000,799000,394
7262000,799000,50
7263000,799000,27
7267000,799000,11
7268000,799000,14
7269000,799000,5
7270000,799000,23
7271000,799000,16
7272000,799000,19
7273000,799000,3
7276000,799000,7
7280000,799000,3
7281000,799000,211
7282000,799000,98
7283000,799000,39
7284000,799000,11
7285000,799000,0
7286000,799000,7
7287000,799000,6
7289000,799000,4
7290000,799000,12
7291000,799000,7
7292000,799000,0
7296000,799000,15
7313000,799000,3
7314000,799000,30
7315000,799000,169
7316000,799000,64
7317000,799000,4
7318000,799000,19
7319000,799000,36
7330000,799000,8
7331000,799000,3
7332000,799000,4
7333000,799000,0
7344000,799000,4
7436000,799000,3
7499000,799000,12
7500000,799000,3
7140000,800000,3
7144000,800000,3
7145000,800000,3
7148000,800000,3
7149000,800000,7
7157000,800000,6
7159000,800000,0
7160000,800000,4
7167000,800000,9
7168000,800000,3
7169000,800000,25
7171000,800000,6
7172000,800000,3
7179000,800000,3
7224000,800000,26
7225000,800000,5
7227000,800000,3
7234000,800000,0
7249000,800000,15
7250000,800000,6
7252000,800000,23
7253000,800000,36
7254000,800000,49
7255000,800000,49
7259000,800000,1376
7260000,800000,1106
7261000,800000,401
7262000,800000,307
7263000,800000,18
7264000,800000,6
7267000,800000,71
7268000,800000,110
7269000,800000,67
7270000,800000,252
7271000,800000,125
7272000,800000,9
7274000,800000,13
7280000,800000,8
7281000,800000,41
7282000,800000,4
7288000,800000,3
7290000,800000,31
7311000,800000,4
7314000,800000,188
7315000,800000,274
7318000,800000,190
7319000,800000,176
7320000,800000,13
7343000,800000,3
7382000,800000,3
7422000,800000,0
7436000,800000,3
7439000,800000,3
7499000,800000,24
7500000,800000,14
7143000,801000,3
7145000,801000,9
7147000,801000,8
7148000,801000,7
7157000,801000,3
7158000,801000,6
7159000,801000,59
7160000,801000,8
7161000,801000,18
7168000,801000,3
7176000,801000,3
7177000,801000,3
7226000,801000,5
7243000,801000,23
7252000,801000,25
7253000,801000,111
7254000,801000,49
7255000,801000,25
7257000,801000,350
7258000,801000,337
7259000,801000,5040
7260000,801000,1500
7261000,801000,1116
7262000,801000,30
7263000,801000,29
7264000,801000,25
7266000,801000,3
7267000,801000,14
7268000,801000,35
7269000,801000,85
7270000,801000,667
7271000,801000,319
7272000,801000,6
7280000,801000,0
7281000,801000,8
7296000,801000,10
7302000,801000,3
7305000,801000,8
7314000,801000,224
7315000,801000,579
7316000,801000,53
7317000,801000,57
7318000,801000,11
7319000,801000,3
7323000,801000,3
7351000,801000,3
7352000,801000,16
7499000,801000,11
7147000,802000,7
7148000,802000,13
7149000,802000,13
7150000,802000,0
7152000,802000,16
7153000,802000,4
7155000,802000,3
7156000,802000,28
7157000,802000,69
7158000,802000,8
7172000,802000,11
7176000,802000,5
7178000,802000,6
7179000,802000,3
7225000,802000,4
7232000,802000,19
7240000,802000,12
7242000,802000,9
7243000,802000,3
7251000,802000,9
7252000,802000,3
7255000,802000,772
7256000,802000,1213
7257000,802000,941
7258000,802000,986
7259000,802000,446
7260000,802000,110
7261000,802000,103
7262000,802000,14
7266000,802000,22
7267000,802000,11
7268000,802000,16
7269000,802000,10
7270000,802000,94
7271000,802000,59
7272000,802000,0
7273000,802000,4
7281000,802000,9
7296000,802000,8
7297000,802000,3
7298000,802000,23
7299000,802000,34
7300000,802000,16
7304000,802000,0
7305000,802000,24
7315000,802000,200
7316000,802000,15
7321000,802000,3
7323000,802000,9
7324000,802000,0
7328000,802000,0
7343000,802000,0
7344000,802000,0
7349000,802000,3
7415000,802000,3
7421000,802000,22
7422000,802000,4
7424000,802000,0
7436000,802000,4
7437000,802000,4
7512000,802000,3
7532000,802000,4
7149000,803000,5
7152000,803000,17
7153000,803000,15
7154000,803000,10
7155000,803000,22
7156000,803000,14
7157000,803000,0
7164000,803000,8
7165000,803000,0
7171000,803000,13
7172000,803000,25
7173000,803000,3
7176000,803000,7
7177000,803000,0
7227000,803000,7
7240000,803000,128
7241000,803000,238
7242000,803000,38
7249000,803000,7
7250000,803000,3
7251000,803000,30
7254000,803000,112
7255000,803000,82
7256000,803000,98
7257000,803000,239
7258000,803000,976
7259000,803000,594
7260000,803000,15
7261000,803000,8
7262000,803000,16
7269000,803000,18
7270000,803000,0
7271000,803000,13
7272000,803000,8
7281000,803000,12
7297000,803000,3
7298000,803000,10
7299000,803000,4
7300000,803000,3
7304000,803000,3
7305000,803000,16
7314000,803000,4
7315000,803000,66
7316000,803000,29
7319000,803000,0
7320000,803000,5
7321000,803000,3
7322000,803000,29
7323000,803000,34
7324000,803000,6
7325000,803000,15
7344000,803000,0
7421000,803000,0
7436000,803000,8
7144000,804000,0
7148000,804000,18
7149000,804000,3
7152000,804000,128
7153000,804000,491
7155000,804000,13
7156000,804000,6
7160000,804000,0
7164000,804000,8
7168000,804000,3
7169000,804000,21
7175000,804000,9
7176000,804000,15
7177000,804000,6
7227000,804000,3
7234000,804000,0
7235000,804000,6
7239000,804000,5
7240000,804000,101
7241000,804000,35
7242000,804000,4
7247000,804000,10
7248000,804000,12
7249000,804000,42
7250000,804000,50
7251000,804000,48
7252000,804000,35
7253000,804000,59
7254000,804000,215
7257000,804000,249
7258000,804000,25
7261000,804000,33
7262000,804000,17
7267000,804000,7
7268000,804000,30
7269000,804000,11
7270000,804000,17
7271000,804000,0
7272000,804000,8
7280000,804000,19
7281000,804000,13
7290000,804000,9
7298000,804000,3
7301000,804000,10
7302000,804000,4
7303000,804000,0
7313000,804000,51
7314000,804000,392
7315000,804000,1233
7316000,804000,3055
7317000,804000,3
7318000,804000,15
7319000,804000,11
7320000,804000,84
7321000,804000,104
7322000,804000,46
7323000,804000,37
7324000,804000,4
7342000,804000,3
7350000,804000,0
7358000,804000,3
7361000,804000,0
7362000,804000,6
7363000,804000,17
7609000,804000,0
7610000,804000,112
7612000,804000,0
7150000,805000,0
7151000,805000,8
7152000,805000,56
7153000,805000,41
7159000,805000,0
7161000,805000,3
7162000,805000,5
7163000,805000,0
7168000,805000,5
7169000,805000,10
7170000,805000,3
7175000,805000,31
7176000,805000,26
7234000,805000,19
7235000,805000,8
7236000,805000,8
7238000,805000,4
7239000,805000,30
7240000,805000,7
7245000,805000,4
7246000,805000,32
7247000,805000,18
7248000,805000,32
7250000,805000,64
7251000,805000,65
7256000,805000,6
7257000,805000,22
7260000,805000,4
7261000,805000,3
7262000,805000,12
7265000,805000,11
7266000,805000,11
7267000,805000,24
7268000,805000,3
7269000,805000,3
7270000,805000,3
7271000,805000,4
7282000,805000,16
7283000,805000,4
7290000,805000,7
7297000,805000,0
7298000,805000,20
7299000,805000,10
7309000,805000,3
7310000,805000,26
7311000,805000,6
7312000,805000,11
7313000,805000,511
7314000,805000,35
7315000,805000,660
7316000,805000,3239
7317000,805000,1564
7318000,805000,441
7319000,805000,620
7320000,805000,214
7321000,805000,15
7322000,805000,9
7323000,805000,11
7341000,805000,8
7342000,805000,21
7347000,805000,5
7348000,805000,13
7349000,805000,27
7362000,805000,3
7376000,805000,0
7387000,805000,3
7610000,805000,48
7147000,806000,3
7150000,806000,3
7152000,806000,0
7153000,806000,7
7156000,806000,8
7157000,806000,3
7158000,806000,0
7161000,806000,0
7164000,806000,23
7166000,806000,28
7169000,806000,4
7170000,806000,0
7175000,806000,7
7176000,806000,3
7234000,806000,4
7235000,806000,5
7236000,806000,20
7237000,806000,10
7240000,806000,20
7244000,806000,23
7245000,806000,19
7246000,806000,7
7250000,806000,4
7251000,806000,35
7257000,806000,7
7260000,806000,14
7261000,806000,9
7263000,806000,4
7264000,806000,5
7266000,806000,3
7267000,806000,3
7270000,806000,3
7281000,806000,4
7282000,806000,32
7283000,806000,36
7290000,806000,13
7294000,806000,3
7295000,806000,7
7298000,806000,12
7299000,806000,7
7300000,806000,4
7308000,806000,7
7309000,806000,19
7310000,806000,272
7311000,806000,42
7313000,806000,24
7314000,806000,4
7315000,806000,712
7316000,806000,732
7317000,806000,729
7318000,806000,10
7319000,806000,40
7320000,806000,5
7333000,806000,3
7341000,806000,24
7342000,806000,42
7343000,806000,5
7347000,806000,25
7348000,806000,22
7349000,806000,0
7386000,806000,3
7389000,806000,4
7391000,806000,0
7394000,806000,11
7424000,806000,3
7425000,806000,0
7426000,806000,0
7610000,806000,86
7147000,807000,0
7148000,807000,3
7154000,807000,4
7155000,807000,4
7157000,807000,3
7160000,807000,17
7164000,807000,24
7165000,807000,5
7169000,807000,0
7175000,807000,4
7240000,807000,6
7242000,807000,3
7243000,807000,9
7244000,807000,7
7258000,807000,14
7259000,807000,8
7260000,807000,34
7261000,807000,43
7263000,807000,0
7269000,807000,12
7272000,807000,9
7275000,807000,3
7283000,807000,37
7292000,807000,19
7293000,807000,18
7294000,807000,4
7308000,807000,3
7309000,807000,275
7310000,807000,570
7311000,807000,445
7312000,807000,28
7313000,807000,301
7314000,807000,662
7315000,807000,239
7316000,807000,491
7317000,807000,174
7318000,807000,3
7320000,807000,4
7321000,807000,5
7335000,807000,5
7340000,807000,6
7341000,807000,16
7343000,807000,3
7345000,807000,42
7346000,807000,93
7348000,807000,3
7349000,807000,6
7416000,807000,5
7424000,807000,3
7425000,807000,3
7442000,807000,0
7508000,807000,10
7559000,807000,5
7610000,807000,8
7153000,808000,3
7155000,808000,7
7156000,808000,0
7161000,808000,3
7162000,808000,4
7163000,808000,8
7169000,808000,4
7228000,808000,0
7240000,808000,5
7241000,808000,16
7242000,808000,3
7252000,808000,0
7258000,808000,21
7259000,808000,3
7260000,808000,43
7261000,808000,37
7263000,808000,4
7270000,808000,0
7272000,808000,30
7274000,808000,8
7275000,808000,5
7292000,808000,99
7293000,808000,0
7304000,808000,145
7305000,808000,3
7306000,808000,29
7308000,808000,25
7309000,808000,829
7310000,808000,520
7311000,808000,108
7313000,808000,437
7314000,808000,222
7315000,808000,357
7321000,808000,0
7325000,808000,3
7326000,808000,6
7330000,808000,3
7331000,808000,3
7332000,808000,14
7339000,808000,3
7340000,808000,3
7341000,808000,21
7342000,808000,4
7343000,808000,23
7344000,808000,8
7345000,808000,3
7347000,808000,3
7401000,808000,4
7534000,808000,3
7535000,808000,0
7151000,809000,0
7152000,809000,3
7159000,809000,0
7161000,809000,0
7162000,809000,4
7250000,809000,3
7252000,809000,5
7253000,809000,0
7257000,809000,17
7262000,809000,3
7271000,809000,104
7272000,809000,869
7273000,809000,194
7274000,809000,42
7292000,809000,10
7299000,809000,0
7303000,809000,3
7304000,809000,271
7305000,809000,28
7306000,809000,7
7307000,809000,15
7308000,809000,78
7309000,809000,350
7310000,809000,83
7311000,809000,7
7313000,809000,0
7314000,809000,14
7315000,809000,111
7320000,809000,3
7325000,809000,25
7326000,809000,8
7327000,809000,6
7328000,809000,11
7329000,809000,4
7330000,809000,10
7331000,809000,8
7332000,809000,14
7344000,809000,12
7345000,809000,0
7431000,809000,3
7432000,809000,0
7487000,809000,3
7534000,809000,26
7535000,809000,22
7152000,810000,0
7162000,810000,8
7169000,810000,9
7171000,810000,3
7172000,810000,3
7249000,810000,3
7250000,810000,3
7251000,810000,20
7253000,810000,11
7254000,810000,10
7257000,810000,7
7258000,810000,20
7259000,810000,6
7260000,810000,0
7262000,810000,8
7268000,810000,3
7269000,810000,3
7270000,810000,11
7271000,810000,75
7272000,810000,268
7273000,810000,217
7288000,810000,11
7297000,810000,0
7299000,810000,7
7301000,810000,3
7302000,810000,12
7303000,810000,32
7304000,810000,26
7305000,810000,35
7306000,810000,24
7307000,810000,19
7308000,810000,25
7315000,810000,0
7325000,810000,8
7327000,810000,4
7328000,810000,3
7329000,810000,3
7332000,810000,12
7333000,810000,0
7339000,810000,3
7399000,810000,3
7401000,810000,4
7485000,810000,11
7486000,810000,18
7487000,810000,29
7534000,810000,3
7162000,811000,5
7249000,811000,0
7259000,811000,3
7268000,811000,5
7269000,811000,24
7270000,811000,0
7271000,811000,24
7272000,811000,3
7285000,811000,3
7286000,811000,6
7287000,811000,22
7288000,811000,22
7289000,811000,139
7290000,811000,58
7291000,811000,5
7296000,811000,3
7297000,811000,3
7299000,811000,11
7300000,811000,33
7301000,811000,65
7302000,811000,23
7305000,811000,41
7306000,811000,7
7318000,811000,12
7320000,811000,4
7323000,811000,3
7324000,811000,5
7325000,811000,23
7326000,811000,11
7327000,811000,5
7332000,811000,10
7401000,811000,0
7155000,812000,6
7156000,812000,8
7157000,812000,0
7161000,812000,4
7162000,812000,8
7258000,812000,0
7259000,812000,0
7267000,812000,3
7268000,812000,32
7269000,812000,28
7271000,812000,6
7283000,812000,6
7284000,812000,28
7285000,812000,74
7286000,812000,7
7287000,812000,26
7288000,812000,406
7289000,812000,96
7290000,812000,36
7291000,812000,3
7294000,812000,0
7295000,812000,17
7299000,812000,3
7300000,812000,6
7301000,812000,140
7303000,812000,38
7304000,812000,26
7318000,812000,6
7323000,812000,6
7325000,812000,8
7326000,812000,5
7327000,812000,0
7338000,812000,17
7340000,812000,0
7459000,812000,0
7480000,812000,3
7157000,813000,3
7158000,813000,0
7163000,813000,3
7266000,813000,7
7267000,813000,3
7268000,813000,11
7269000,813000,13
7270000,813000,13
7271000,813000,3
7282000,813000,7
7283000,813000,129
7284000,813000,193
7286000,813000,35
7287000,813000,39
7288000,813000,38
7291000,813000,0
7293000,813000,3
7294000,813000,9
7295000,813000,9
7298000,813000,4
7299000,813000,29
7300000,813000,0
7302000,813000,27
7303000,813000,15
7304000,813000,8
7315000,813000,3
7316000,813000,6
7318000,813000,9
7322000,813000,28
7323000,813000,45
7325000,813000,0
7338000,813000,0
7343000,813000,0
7434000,813000,3
7456000,813000,0
7458000,813000,3
7459000,813000,7
7478000,813000,3
7505000,813000,0
7163000,814000,3
7265000,814000,5
7268000,814000,0
7269000,814000,4
7270000,814000,3
7271000,814000,6
7282000,814000,33
7283000,814000,80
7284000,814000,14
7285000,814000,13
7286000,814000,6
7287000,814000,327
7288000,814000,0
7295000,814000,4
7298000,814000,16
7300000,814000,5
7301000,814000,23
7302000,814000,22
7303000,814000,10
7316000,814000,17
7317000,814000,0
7318000,814000,9
7321000,814000,5
7322000,814000,3
7324000,814000,3
7325000,814000,8
7339000,814000,3
7340000,814000,3
7347000,814000,3
7349000,814000,0
7456000,814000,3
7457000,814000,4
7477000,814000,12
7478000,814000,0
7512000,814000,0
7513000,814000,3
7161000,815000,0
7264000,815000,0
7265000,815000,4
7270000,815000,3
7282000,815000,11
7283000,815000,16
7285000,815000,8
7286000,815000,59
7287000,815000,499
7294000,815000,6
7297000,815000,23
7298000,815000,33
7300000,815000,16
7301000,815000,17
7302000,815000,4
7316000,815000,8
7318000,815000,0
7319000,815000,3
7320000,815000,19
7321000,815000,0
7322000,815000,3
7324000,815000,7
7338000,815000,14
7339000,815000,13
7340000,815000,3
7369000,815000,0
7371000,815000,3
7447000,815000,3
7448000,815000,5
7477000,815000,5
7491000,815000,5
7512000,815000,0
7588000,815000,5
7165000,816000,3
7266000,816000,7
7272000,816000,12
7282000,816000,34
7283000,816000,5
7297000,816000,48
7298000,816000,37
7300000,816000,76
7301000,816000,65
7302000,816000,6
7318000,816000,6
7319000,816000,12
7321000,816000,4
7323000,816000,0
7324000,816000,11
7337000,816000,0
7338000,816000,3
7339000,816000,92
7340000,816000,40
7344000,816000,0
7345000,816000,3
7346000,816000,11
7347000,816000,0
7369000,816000,4
7411000,816000,8
7491000,816000,0
7512000,816000,4
7526000,816000,3
7527000,816000,0
7272000,817000,24
7281000,817000,8
7282000,817000,15
7285000,817000,3
7289000,817000,9
7296000,817000,10
7297000,817000,11
7299000,817000,19
7300000,817000,203
7317000,817000,0
7318000,817000,13
7336000,817000,4
7337000,817000,5
7338000,817000,14
7340000,817000,3
7341000,817000,7
7343000,817000,0
7367000,817000,4
7401000,817000,3
7410000,817000,7
7411000,817000,29
7412000,817000,3
7565000,817000,3
7270000,818000,5
7271000,818000,3
7274000,818000,7
7282000,818000,5
7284000,818000,11
7285000,818000,113
7286000,818000,164
7287000,818000,34
7288000,818000,10
7295000,818000,10
7296000,818000,305
7298000,818000,127
7299000,818000,835
7300000,818000,114
7316000,818000,0
7317000,818000,3
7318000,818000,5
7336000,818000,7
7337000,818000,21
7338000,818000,4
7341000,818000,0
7342000,818000,0
7401000,818000,0
7409000,818000,4
7410000,818000,7
7411000,818000,0
7493000,818000,0
7602000,818000,3
7271000,819000,6
7273000,819000,0
7274000,819000,13
7276000,819000,0
7277000,819000,7
7278000,819000,0
7280000,819000,10
7281000,819000,0
7282000,819000,3
7284000,819000,34
7285000,819000,316
7286000,819000,12
7289000,819000,0
7290000,819000,8
7294000,819000,10
7295000,819000,25
7298000,819000,818
7299000,819000,845
7300000,819000,23
7301000,819000,30
7302000,819000,13
7315000,819000,0
7317000,819000,25
7318000,819000,3
7321000,819000,5
7323000,819000,5
7324000,819000,14
7325000,819000,13
7328000,819000,3
7335000,819000,3
7336000,819000,3
7341000,819000,3
7409000,819000,5
7410000,819000,0
7493000,819000,0
7494000,819000,0
7498000,819000,4
7499000,819000,0
7270000,820000,5
7272000,820000,11
7273000,820000,8
7275000,820000,6
7276000,820000,15
7277000,820000,12
7280000,820000,31
7284000,820000,28
7291000,820000,3
7293000,820000,11
