n,e,pop
6269000,522000,8
6270000,522000,3
6271000,522000,3
6273000,522000,3
6274000,522000,6
6276000,522000,3
6277000,522000,5
6280000,522000,84
6281000,522000,321
6282000,522000,12
6289000,522000,3
6297000,522000,9
6306000,522000,4
6313000,522000,9
6314000,522000,7
6321000,522000,27
6322000,522000,3
6326000,522000,9
6333000,522000,7
6334000,522000,8
6335000,522000,16
6339000,522000,3
6340000,522000,12
6341000,522000,3
6345000,522000,4
6346000,522000,8
6347000,522000,29
6348000,522000,4
6351000,522000,8
6353000,522000,4
6354000,522000,4
6357000,522000,3
6358000,522000,56
6359000,522000,37
6361000,522000,0
6362000,522000,6
6363000,522000,3
6365000,522000,25
6370000,522000,10
6371000,522000,3
6373000,522000,3
6376000,522000,0
6377000,522000,3
6378000,522000,3
6379000,522000,9
6380000,522000,3
6383000,522000,0
6385000,522000,0
6388000,522000,0
6389000,522000,11
6391000,522000,5
6392000,522000,9
6393000,522000,8
6394000,522000,0
6397000,522000,3
6400000,522000,4
6401000,522000,29
6412000,522000,9
6414000,522000,3
6416000,522000,4
6418000,522000,0
6423000,522000,4
6426000,522000,3
6428000,522000,3
6435000,522000,3
6445000,522000,3
6447000,522000,6
6449000,522000,3
6450000,522000,0
6453000,522000,9
6454000,522000,4
6455000,522000,5
6456000,522000,21
6458000,522000,23
6459000,522000,3
6460000,522000,37
6461000,522000,45
6462000,522000,17
6463000,522000,41
6464000,522000,31
6465000,522000,15
6466000,522000,30
6467000,522000,28
6468000,522000,42
6469000,522000,21
6470000,522000,21
6471000,522000,28
6472000,522000,6
6473000,522000,20
6474000,522000,4
6475000,522000,22
6476000,522000,21
6477000,522000,23
6478000,522000,175
6479000,522000,15
6482000,522000,48
6483000,522000,15
6484000,522000,3
6485000,522000,35
6486000,522000,7
6487000,522000,16
6488000,522000,32
6489000,522000,9
6490000,522000,14
6491000,522000,19
6492000,522000,10
6504000,522000,3
6507000,522000,9
6508000,522000,3
6509000,522000,11
6510000,522000,0
6513000,522000,0
6516000,522000,6
6517000,522000,3
6530000,522000,4
6533000,522000,3
6534000,522000,0
6536000,522000,3
6538000,522000,4
6539000,522000,3
6540000,522000,6
6541000,522000,71
6542000,522000,6
6543000,522000,12
6545000,522000,24
6546000,522000,3
6547000,522000,8
6548000,522000,3
6550000,522000,4
6551000,522000,3
6552000,522000,5
6554000,522000,18
6555000,522000,17
6556000,522000,12
6557000,522000,11
6561000,522000,3
6562000,522000,44
6563000,522000,13
6565000,522000,3
6566000,522000,3
6567000,522000,4
6568000,522000,13
6573000,522000,13
6574000,522000,51
6575000,522000,563
6576000,522000,7
6577000,522000,23
6578000,522000,16
6579000,522000,18
6580000,522000,22
6581000,522000,3
6583000,522000,32
6584000,522000,6
6588000,522000,8
6591000,522000,69
6592000,522000,5
6593000,522000,3
6594000,522000,6
6595000,522000,5
6598000,522000,13
6599000,522000,17
6600000,522000,4
6601000,522000,4
6608000,522000,3
6609000,522000,11
6617000,522000,3
6618000,522000,3
6623000,522000,5
6624000,522000,3
6626000,522000,3
6627000,522000,0
6630000,522000,0
6641000,522000,3
6647000,522000,3
6648000,522000,4
6655000,522000,3
6656000,522000,0
6665000,522000,11
6666000,522000,139
6667000,522000,1082
6668000,522000,406
6684000,522000,0
6685000,522000,18
6687000,522000,3
6688000,522000,27
6689000,522000,77
6697000,522000,42
6698000,522000,20
6699000,522000,13
6700000,522000,6
6701000,522000,15
6702000,522000,43
6703000,522000,4
6704000,522000,533
6705000,522000,1880
6706000,522000,2943
6707000,522000,2062
6708000,522000,1692
6709000,522000,1343
6710000,522000,48
6711000,522000,37
6712000,522000,49
6713000,522000,24
6714000,522000,52
6715000,522000,0
6716000,522000,11
6720000,522000,6
6721000,522000,5
6728000,522000,23
6729000,522000,26
6732000,522000,3
6733000,522000,23
6734000,522000,76
6735000,522000,3
6736000,522000,14
6737000,522000,23
6738000,522000,8
6750000,522000,0
6786000,522000,7
6787000,522000,3
6816000,522000,15
6818000,522000,3
6917000,522000,0
6918000,522000,9
6919000,522000,3
6925000,522000,6
6926000,522000,6
6952000,522000,9
6953000,522000,0
6954000,522000,6
6955000,522000,14
6956000,522000,17
6957000,522000,122
6958000,522000,17
6982000,522000,16
7006000,522000,10
7007000,522000,14
7039000,522000,0
7040000,522000,3
7043000,522000,6
7044000,522000,3
7045000,522000,3
7046000,522000,8
7054000,522000,0
7066000,522000,0
7082000,522000,0
7083000,522000,4
7084000,522000,15
7085000,522000,45
7086000,522000,3
7122000,522000,0
7164000,522000,6
7165000,522000,6
7166000,522000,9
7175000,522000,4
7201000,522000,3
7236000,522000,9
7292000,522000,9
7293000,522000,9
6221000,523000,15
6222000,523000,28
6223000,523000,60
6224000,523000,24
6225000,523000,25
6226000,523000,104
6227000,523000,4
6228000,523000,10
6229000,523000,13
6230000,523000,17
6231000,523000,3
6232000,523000,3
6233000,523000,11
6234000,523000,3
6235000,523000,3
6238000,523000,0
6239000,523000,0
6242000,523000,3
6243000,523000,0
6248000,523000,6
6249000,523000,3
6250000,523000,7
6253000,523000,4
6254000,523000,0
6256000,523000,6
6258000,523000,9
6260000,523000,6
6264000,523000,3
6265000,523000,7
6268000,523000,0
6271000,523000,3
6272000,523000,0
6273000,523000,0
6274000,523000,3
6276000,523000,13
6277000,523000,3
6280000,523000,3
6281000,523000,18
6282000,523000,0
6288000,523000,3
6297000,523000,11
6298000,523000,21
6299000,523000,0
6300000,523000,169
6301000,523000,33
6302000,523000,4
6303000,523000,3
6313000,523000,19
6314000,523000,0
6315000,523000,3
6316000,523000,5
6330000,523000,3
6331000,523000,10
6332000,523000,7
6333000,523000,3
6335000,523000,12
6338000,523000,3
6339000,523000,0
6340000,523000,8
6341000,523000,0
6343000,523000,0
6344000,523000,0
6345000,523000,3
6346000,523000,21
6347000,523000,60
6349000,523000,0
6350000,523000,3
6352000,523000,19
6353000,523000,5
6358000,523000,26
6364000,523000,4
6368000,523000,5
6369000,523000,3
6371000,523000,5
6375000,523000,0
6376000,523000,0
6377000,523000,15
6379000,523000,0
6380000,523000,3
6381000,523000,3
6382000,523000,0
6383000,523000,6
6388000,523000,13
6389000,523000,7
6390000,523000,4
6391000,523000,8
6393000,523000,6
6400000,523000,3
6401000,523000,0
6411000,523000,4
6412000,523000,3
6413000,523000,3
6416000,523000,3
6417000,523000,3
6420000,523000,6
6421000,523000,3
6422000,523000,6
6424000,523000,9
6425000,523000,3
6432000,523000,3
6433000,523000,0
6437000,523000,0
6439000,523000,7
6440000,523000,3
6441000,523000,0
6442000,523000,0
6443000,523000,4
6444000,523000,0
6445000,523000,3
6446000,523000,6
6448000,523000,8
6449000,523000,10
6450000,523000,11
6452000,523000,4
6453000,523000,4
6454000,523000,7
6458000,523000,10
6459000,523000,6
6460000,523000,11
6461000,523000,0
6462000,523000,27
6463000,523000,22
6464000,523000,34
6465000,523000,44
6466000,523000,139
6467000,523000,25
6468000,523000,27
6469000,523000,12
6470000,523000,27
6471000,523000,20
6472000,523000,47
6473000,523000,29
6474000,523000,4
6475000,523000,13
6476000,523000,8
6477000,523000,14
6478000,523000,68
6479000,523000,49
6480000,523000,3
6481000,523000,14
6482000,523000,28
6483000,523000,21
6484000,523000,20
6485000,523000,12
6486000,523000,7
6487000,523000,16
6488000,523000,11
6489000,523000,7
6490000,523000,6
6491000,523000,3
6493000,523000,0
6504000,523000,0
6505000,523000,4
6506000,523000,7
6507000,523000,18
6508000,523000,12
6509000,523000,9
6512000,523000,3
6517000,523000,7
6518000,523000,3
6519000,523000,6
6522000,523000,3
6524000,523000,6
6525000,523000,4
6527000,523000,3
6529000,523000,0
6530000,523000,0
6533000,523000,0
6534000,523000,0
6536000,523000,14
6537000,523000,10
6538000,523000,11
6540000,523000,0
6541000,523000,7
6544000,523000,0
6549000,523000,15
6550000,523000,3
6551000,523000,9
6553000,523000,0
6554000,523000,7
6555000,523000,41
6556000,523000,36
6557000,523000,12
6562000,523000,0
6563000,523000,18
6564000,523000,55
6565000,523000,42
6566000,523000,4
6568000,523000,140
6571000,523000,18
6573000,523000,5
6574000,523000,6
6575000,523000,190
6576000,523000,20
6577000,523000,55
6578000,523000,7
6579000,523000,6
6580000,523000,22
6583000,523000,32
6584000,523000,16
6585000,523000,4
6586000,523000,3
6588000,523000,4
6590000,523000,7
6591000,523000,26
6592000,523000,16
6593000,523000,3
6594000,523000,3
6595000,523000,3
6598000,523000,7
6599000,523000,8
6600000,523000,10
6602000,523000,0
6603000,523000,0
6605000,523000,9
6606000,523000,9
6607000,523000,3
6608000,523000,33
6609000,523000,19
6620000,523000,0
6626000,523000,0
6630000,523000,4
6648000,523000,0
6649000,523000,7
6665000,523000,8
6666000,523000,64
6667000,523000,1558
6668000,523000,517
6669000,523000,28
6670000,523000,28
6671000,523000,7
6673000,523000,13
6674000,523000,8
6675000,523000,3
6676000,523000,11
6684000,523000,3
6685000,523000,53
6686000,523000,7
6687000,523000,0
6688000,523000,9
6689000,523000,3
6697000,523000,77
6698000,523000,39
6699000,523000,11
6700000,523000,0
6701000,523000,60
6702000,523000,44
6704000,523000,535
6705000,523000,4845
6706000,523000,2858
6707000,523000,1600
6708000,523000,544
6709000,523000,21
6710000,523000,30
6711000,523000,44
6712000,523000,90
6713000,523000,45
6715000,523000,6
6716000,523000,27
6717000,523000,9
6720000,523000,0
6728000,523000,15
6732000,523000,111
6733000,523000,257
6734000,523000,269
6735000,523000,23
6736000,523000,36
6737000,523000,25
6738000,523000,3
6792000,523000,0
6808000,523000,0
6816000,523000,3
6817000,523000,3
6840000,523000,5
6878000,523000,0
6885000,523000,3
6917000,523000,0
6920000,523000,14
6921000,523000,0
6922000,523000,0
6923000,523000,3
6952000,523000,47
6953000,523000,18
6969000,523000,3
7007000,523000,7
7041000,523000,0
7066000,523000,12
7067000,523000,24
7068000,523000,3
7081000,523000,4
7083000,523000,0
7084000,523000,3
7085000,523000,9
7086000,523000,10
7090000,523000,5
7091000,523000,3
7092000,523000,3
7094000,523000,3
7122000,523000,13
7123000,523000,10
7163000,523000,6
7175000,523000,3
7201000,523000,3
7236000,523000,5
7291000,523000,3
7292000,523000,16
7293000,523000,3
6223000,524000,34
6225000,524000,22
6226000,524000,652
6227000,524000,144
6228000,524000,54
6229000,524000,4
6230000,524000,43
6233000,524000,3
6234000,524000,32
6235000,524000,6
6241000,524000,4
6242000,524000,10
6244000,524000,3
6245000,524000,4
6246000,524000,3
6249000,524000,3
6250000,524000,3
6251000,524000,12
6252000,524000,3
6253000,524000,7
6257000,524000,15
6258000,524000,13
6259000,524000,0
6260000,524000,19
6263000,524000,8
6265000,524000,14
6266000,524000,14
6268000,524000,5
6269000,524000,3
6270000,524000,3
6271000,524000,3
6272000,524000,15
6274000,524000,20
6275000,524000,3
6280000,524000,5
6281000,524000,3
6282000,524000,13
6296000,524000,0
6297000,524000,20
6298000,524000,18
6299000,524000,314
6300000,524000,216
6301000,524000,54
6302000,524000,3
6313000,524000,3
6315000,524000,3
6316000,524000,3
6317000,524000,75
6318000,524000,16
6319000,524000,3
6326000,524000,0
6331000,524000,9
6332000,524000,11
6334000,524000,9
6335000,524000,21
6338000,524000,0
6339000,524000,4
6341000,524000,7
6343000,524000,4
6344000,524000,5
6345000,524000,0
6346000,524000,4
6347000,524000,3
6348000,524000,8
6349000,524000,0
6350000,524000,0
6353000,524000,8
6354000,524000,4
6357000,524000,12
6359000,524000,10
6360000,524000,3
6361000,524000,15
6363000,524000,8
6364000,524000,0
6368000,524000,4
6371000,524000,9
6372000,524000,11
6374000,524000,3
6375000,524000,0
6376000,524000,0
6381000,524000,6
6387000,524000,5
6388000,524000,383
6389000,524000,11
6390000,524000,5
6391000,524000,14
6392000,524000,0
6410000,524000,4
6422000,524000,3
6423000,524000,3
6431000,524000,0
6436000,524000,0
6440000,524000,7
6441000,524000,7
6444000,524000,0
6448000,524000,18
6449000,524000,8
6450000,524000,3
6452000,524000,0
6459000,524000,21
6460000,524000,0
6461000,524000,3
6462000,524000,9
6463000,524000,3
6464000,524000,14
6465000,524000,6
6466000,524000,17
6467000,524000,23
6468000,524000,20
6469000,524000,22
6470000,524000,3
6471000,524000,475
6472000,524000,127
6473000,524000,284
6474000,524000,10
6475000,524000,18
6476000,524000,6
6478000,524000,7
6479000,524000,11
6480000,524000,5
6481000,524000,24
6482000,524000,39
6483000,524000,223
6484000,524000,19
6485000,524000,15
6486000,524000,33
6487000,524000,10
6488000,524000,33
6489000,524000,21
6490000,524000,27
6491000,524000,14
6492000,524000,14
6493000,524000,0
6502000,524000,5
6503000,524000,10
6504000,524000,9
6505000,524000,6
6506000,524000,8
6508000,524000,6
6509000,524000,6
6510000,524000,0
6514000,524000,6
6515000,524000,4
6518000,524000,0
6520000,524000,8
6527000,524000,3
6528000,524000,36
6529000,524000,3
6530000,524000,4
6533000,524000,6
6534000,524000,4
6535000,524000,6
6537000,524000,4
6538000,524000,0
6541000,524000,3
6543000,524000,0
6544000,524000,3
6545000,524000,3
6547000,524000,0
6548000,524000,15
6549000,524000,3
6551000,524000,0
6552000,524000,3
6553000,524000,3
6554000,524000,7
6555000,524000,20
6556000,524000,12
6557000,524000,53
6558000,524000,13
6564000,524000,28
6565000,524000,26
6567000,524000,17
6573000,524000,6
6574000,524000,24
6575000,524000,11
6576000,524000,55
6577000,524000,54
6578000,524000,40
6579000,524000,27
6580000,524000,14
6581000,524000,18
6584000,524000,3
6585000,524000,21
6588000,524000,4
6589000,524000,9
6590000,524000,8
6591000,524000,10
6592000,524000,20
6593000,524000,14
6594000,524000,33
6595000,524000,10
6596000,524000,6
6598000,524000,0
6601000,524000,4
6605000,524000,3
6606000,524000,3
6607000,524000,4
6608000,524000,29
6612000,524000,3
6613000,524000,3
6617000,524000,3
6621000,524000,3
6623000,524000,7
6641000,524000,3
6642000,524000,8
6643000,524000,42
6644000,524000,11
6649000,524000,5
6650000,524000,3
6665000,524000,6
6666000,524000,31
6667000,524000,18
6668000,524000,62
6669000,524000,169
6670000,524000,31
6672000,524000,3
6673000,524000,3
6682000,524000,4
6684000,524000,4
6685000,524000,3
6687000,524000,3
6688000,524000,6
6697000,524000,3
6698000,524000,94
6699000,524000,16
6700000,524000,17
6701000,524000,33
6702000,524000,604
6703000,524000,1187
6704000,524000,1692
6705000,524000,796
6706000,524000,286
6707000,524000,1101
6708000,524000,185
6709000,524000,450
6714000,524000,100
6715000,524000,46
6716000,524000,57
6717000,524000,18
6718000,524000,0
6719000,524000,8
6720000,524000,8
6725000,524000,5
6726000,524000,0
6727000,524000,0
6728000,524000,97
6729000,524000,3
6731000,524000,46
6732000,524000,98
6733000,524000,542
6734000,524000,101
6735000,524000,6
6737000,524000,4
6738000,524000,7
6791000,524000,4
6808000,524000,11
6816000,524000,3
6817000,524000,3
6835000,524000,3
6878000,524000,5
6884000,524000,3
6885000,524000,4
6920000,524000,14
6921000,524000,47
6922000,524000,128
6927000,524000,0
6928000,524000,29
6929000,524000,149
6930000,524000,30
6950000,524000,0
6951000,524000,11
6952000,524000,0
6955000,524000,5
6959000,524000,3
6960000,524000,11
6961000,524000,11
6968000,524000,7
6969000,524000,11
6998000,524000,7
6999000,524000,0
7006000,524000,4
7007000,524000,3
7066000,524000,15
7067000,524000,34
7068000,524000,3
7071000,524000,0
7072000,524000,4
7073000,524000,3
7076000,524000,3
7077000,524000,20
7081000,524000,5
7082000,524000,3
7088000,524000,4
7089000,524000,16
7148000,524000,3
7175000,524000,0
7198000,524000,5
7199000,524000,3
7236000,524000,19
7237000,524000,5
7275000,524000,4
7287000,524000,3
7290000,524000,5
7291000,524000,4
6223000,525000,6
6227000,525000,0
6228000,525000,65
6229000,525000,15
6230000,525000,356
6231000,525000,226
6232000,525000,3
6233000,525000,18
6234000,525000,24
6236000,525000,3
6237000,525000,3
6238000,525000,13
6239000,525000,4
6241000,525000,4
6242000,525000,6
6245000,525000,10
6246000,525000,4
6247000,525000,4
6248000,525000,7
6249000,525000,3
6250000,525000,5
6254000,525000,8
6255000,525000,8
6262000,525000,4
6266000,525000,8
6268000,525000,0
6269000,525000,13
6271000,525000,3
6272000,525000,6
6273000,525000,5
6274000,525000,3
6276000,525000,0
6280000,525000,5
6281000,525000,5
6292000,525000,0
6294000,525000,32
6295000,525000,0
6296000,525000,0
6299000,525000,3
6306000,525000,0
6310000,525000,4
6311000,525000,3
6312000,525000,3
6317000,525000,15
6318000,525000,3
6326000,525000,3
6331000,525000,6
6334000,525000,0
6335000,525000,5
6336000,525000,6
6338000,525000,4
6341000,525000,4
6342000,525000,9
6343000,525000,5
6347000,525000,0
6353000,525000,44
6357000,525000,5
6359000,525000,25
6360000,525000,6
6361000,525000,0
6362000,525000,5
6363000,525000,0
6366000,525000,25
6370000,525000,0
6371000,525000,4
6372000,525000,3
6373000,525000,8
6375000,525000,3
6377000,525000,7
6378000,525000,23
6379000,525000,3
6380000,525000,0
6381000,525000,4
6385000,525000,0
6386000,525000,5
6387000,525000,3
6388000,525000,67
6389000,525000,4
6390000,525000,0
6391000,525000,11
6405000,525000,7
6419000,525000,3
6421000,525000,3
6428000,525000,0
6430000,525000,3
6435000,525000,3
6436000,525000,3
6438000,525000,3
6440000,525000,0
6441000,525000,3
6442000,525000,190
6443000,525000,24
6444000,525000,5
6445000,525000,4
6446000,525000,8
6447000,525000,3
6448000,525000,3
6450000,525000,3
6451000,525000,3
6452000,525000,8
6456000,525000,3
6457000,525000,18
6458000,525000,16
6460000,525000,73
6461000,525000,8
6462000,525000,17
6463000,525000,19
6464000,525000,6
6465000,525000,17
6466000,525000,18
6467000,525000,14
6468000,525000,3
6469000,525000,30
6470000,525000,182
6471000,525000,1534
6472000,525000,193
6473000,525000,8
6474000,525000,65
6475000,525000,12
6476000,525000,10
6477000,525000,3
6478000,525000,18
6479000,525000,7
6480000,525000,36
6481000,525000,23
6482000,525000,29
6483000,525000,15
6484000,525000,9
6485000,525000,0
6486000,525000,0
6487000,525000,11
6488000,525000,10
6489000,525000,11
6490000,525000,0
6491000,525000,27
6493000,525000,5
6501000,525000,8
6503000,525000,4
6505000,525000,12
6507000,525000,3
6508000,525000,4
6509000,525000,4
6510000,525000,9
6514000,525000,0
6517000,525000,7
6518000,525000,4
6526000,525000,4
6527000,525000,4
6528000,525000,192
6529000,525000,0
6530000,525000,8
6531000,525000,3
6532000,525000,3
6533000,525000,3
6534000,525000,3
6536000,525000,0
6546000,525000,3
6547000,525000,3
6549000,525000,0
6554000,525000,5
6555000,525000,20
6556000,525000,65
6557000,525000,71
6558000,525000,37
6564000,525000,3
6565000,525000,58
6566000,525000,18
6572000,525000,5
6573000,525000,30
6574000,525000,9
6575000,525000,12
6576000,525000,72
6577000,525000,46
6578000,525000,4
6579000,525000,7
6585000,525000,8
6586000,525000,4
6587000,525000,3
6588000,525000,5
6590000,525000,125
6591000,525000,12
6593000,525000,15
6594000,525000,3
6595000,525000,9
6596000,525000,0
6597000,525000,16
6598000,525000,110
6599000,525000,85
6602000,525000,7
6603000,525000,3
6605000,525000,11
6613000,525000,8
6614000,525000,3
6615000,525000,7
6620000,525000,3
6623000,525000,8
6640000,525000,8
6641000,525000,7
6642000,525000,3
6644000,525000,3
6654000,525000,0
6657000,525000,3
6662000,525000,12
6663000,525000,0
6668000,525000,17
6669000,525000,72
6670000,525000,22
6671000,525000,12
6672000,525000,12
6673000,525000,0
6681000,525000,3
6682000,525000,12
6683000,525000,3
6687000,525000,4
6689000,525000,3
6697000,525000,27
6698000,525000,5
6699000,525000,16
6700000,525000,51
6701000,525000,16
6702000,525000,583
6703000,525000,628
6704000,525000,1002
6705000,525000,258
6706000,525000,45
6707000,525000,1349
6708000,525000,28
6712000,525000,3
6713000,525000,27
6714000,525000,20
6715000,525000,87
6716000,525000,34
6717000,525000,7
6718000,525000,3
6727000,525000,19
6728000,525000,87
6730000,525000,0
6731000,525000,3
6732000,525000,47
6733000,525000,222
6734000,525000,201
6735000,525000,3
6736000,525000,0
6737000,525000,28
6738000,525000,39
6739000,525000,3
6803000,525000,9
6804000,525000,7
6806000,525000,3
6807000,525000,4
6809000,525000,4
6810000,525000,0
6813000,525000,3
6870000,525000,6
6871000,525000,13
6872000,525000,3
6929000,525000,0
6930000,525000,48
6950000,525000,7
6955000,525000,16
6958000,525000,14
6959000,525000,36
6999000,525000,0
7005000,525000,7
7006000,525000,8
7007000,525000,4
7060000,525000,3
7061000,525000,3
7073000,525000,3
7076000,525000,100
7077000,525000,30
7078000,525000,10
7079000,525000,33
7080000,525000,11
7081000,525000,30
7084000,525000,4
7085000,525000,6
7086000,525000,44
7087000,525000,15
7122000,525000,4
7123000,525000,3
7148000,525000,9
7149000,525000,0
7175000,525000,22
7197000,525000,3
7209000,525000,11
7210000,525000,13
7236000,525000,6
7285000,525000,4
7289000,525000,3
7290000,525000,3
7291000,525000,0
6222000,526000,0
6223000,526000,26
6226000,526000,0
6227000,526000,11
6228000,526000,16
6229000,526000,5
6230000,526000,95
6231000,526000,81
6232000,526000,6
6233000,526000,3
6234000,526000,3
6235000,526000,27
6236000,526000,4
6237000,526000,20
6238000,526000,3
6239000,526000,4
6240000,526000,16
6241000,526000,0
6242000,526000,10
6243000,526000,5
6244000,526000,53
6246000,526000,3
6247000,526000,3
6249000,526000,3
6250000,526000,3
6251000,526000,0
6255000,526000,0
6257000,526000,7
6258000,526000,0
6260000,526000,0
6262000,526000,11
6265000,526000,19
6266000,526000,0
6268000,526000,0
6269000,526000,19
6270000,526000,3
6271000,526000,30
6272000,526000,10
6274000,526000,5
6278000,526000,11
6283000,526000,5
6287000,526000,12
6288000,526000,3
6291000,526000,3
6307000,526000,3
6310000,526000,6
6311000,526000,15
6316000,526000,3
6317000,526000,3
6321000,526000,4
6327000,526000,6
6328000,526000,3
6329000,526000,3
6330000,526000,6
6331000,526000,3
6333000,526000,7
6334000,526000,3
6335000,526000,0
6336000,526000,3
6339000,526000,0
6340000,526000,15
6341000,526000,49
6342000,526000,0
6346000,526000,4
6349000,526000,5
6350000,526000,0
6352000,526000,10
6353000,526000,28
6357000,526000,3
6358000,526000,0
6359000,526000,14
6360000,526000,5
6361000,526000,3
6363000,526000,3
6365000,526000,24
6366000,526000,8
6369000,526000,4
6370000,526000,3
6373000,526000,0
6374000,526000,4
6376000,526000,3
6377000,526000,7
6379000,526000,3
6381000,526000,3
6382000,526000,11
6387000,526000,9
6388000,526000,3
6389000,526000,3
6390000,526000,15
6395000,526000,3
6403000,526000,3
6408000,526000,3
6416000,526000,3
6417000,526000,0
6419000,526000,7
6420000,526000,3
6425000,526000,3
6427000,526000,3
6430000,526000,6
6437000,526000,3
6438000,526000,3
6439000,526000,6
6442000,526000,17
6443000,526000,4
6444000,526000,6
6452000,526000,3
6453000,526000,6
6456000,526000,3
6457000,526000,6
6458000,526000,34
6459000,526000,3
6460000,526000,362
6461000,526000,23
6462000,526000,11
6463000,526000,3
6465000,526000,20
6466000,526000,15
6467000,526000,17
6468000,526000,16
6469000,526000,15
6470000,526000,88
6471000,526000,324
6472000,526000,17
6473000,526000,12
6475000,526000,0
6476000,526000,7
6477000,526000,77
6478000,526000,23
6479000,526000,47
6480000,526000,10
6481000,526000,21
6482000,526000,13
6483000,526000,61
6484000,526000,36
6485000,526000,13
6486000,526000,0
6487000,526000,83
6488000,526000,11
6489000,526000,3
6491000,526000,21
6492000,526000,19
6493000,526000,0
6506000,526000,6
6507000,526000,3
6508000,526000,4
6509000,526000,4
6511000,526000,8
6512000,526000,3
6514000,526000,15
6515000,526000,4
6516000,526000,0
6517000,526000,45
6518000,526000,11
6519000,526000,5
6528000,526000,0
6529000,526000,4
6530000,526000,5
6531000,526000,4
6532000,526000,3
6551000,526000,4
6552000,526000,18
6553000,526000,5
6554000,526000,20
6555000,526000,17
6556000,526000,21
6557000,526000,74
6558000,526000,25
6563000,526000,8
6564000,526000,60
6565000,526000,6
6566000,526000,5
6567000,526000,32
6572000,526000,7
6573000,526000,74
6574000,526000,6
6575000,526000,0
6576000,526000,37
6577000,526000,37
6578000,526000,7
6579000,526000,3
6585000,526000,4
6586000,526000,3
6587000,526000,22
6588000,526000,4
6589000,526000,14
6590000,526000,4
6591000,526000,4
6592000,526000,6
6593000,526000,5
6594000,526000,3
6595000,526000,0
6597000,526000,3
6598000,526000,11
6599000,526000,30
6600000,526000,0
6601000,526000,3
6602000,526000,8
6603000,526000,11
6604000,526000,13
6605000,526000,8
6606000,526000,3
6608000,526000,0
6620000,526000,0
6621000,526000,7
6622000,526000,12
6640000,526000,5
6641000,526000,6
6643000,526000,3
6644000,526000,3
6663000,526000,4
6664000,526000,5
6665000,526000,3
6667000,526000,3
6668000,526000,10
6669000,526000,4
6674000,526000,12
6675000,526000,31
6677000,526000,3
6678000,526000,5
6679000,526000,13
6689000,526000,0
6697000,526000,17
6699000,526000,44
6700000,526000,425
6701000,526000,367
6702000,526000,14
6703000,526000,466
6704000,526000,259
6705000,526000,26
6706000,526000,83
6707000,526000,243
6712000,526000,7
6713000,526000,45
6714000,526000,29
6715000,526000,32
6716000,526000,8
6717000,526000,10
6725000,526000,4
6726000,526000,21
6727000,526000,165
6728000,526000,981
6729000,526000,121
6732000,526000,6
6733000,526000,38
6734000,526000,4
6735000,526000,9
6736000,526000,20
6737000,526000,3
6738000,526000,7
6739000,526000,3
6797000,526000,3
6803000,526000,27
6804000,526000,14
6805000,526000,4
6806000,526000,3
6832000,526000,0
6867000,526000,3
6870000,526000,3
6891000,526000,7
6918000,526000,0
6930000,526000,9
6978000,526000,3
7001000,526000,4
7005000,526000,7
7006000,526000,13
7075000,526000,9
7077000,526000,3
7079000,526000,20
7080000,526000,182
7081000,526000,252
7082000,526000,12
7083000,526000,9
7084000,526000,17
7085000,526000,43
7086000,526000,3
7102000,526000,5
7103000,526000,13
7121000,526000,16
7122000,526000,0
7123000,526000,0
7209000,526000,3
7210000,526000,0
7236000,526000,16
7252000,526000,0
7264000,526000,0
6217000,527000,7
6218000,527000,32
6219000,527000,14
6222000,527000,10
6223000,527000,8
6224000,527000,0
6227000,527000,3
6228000,527000,4
6229000,527000,17
6230000,527000,3
6231000,527000,3
6232000,527000,6
6233000,527000,0
6235000,527000,5
6236000,527000,0
6237000,527000,26
6239000,527000,8
6240000,527000,11
6241000,527000,40
6242000,527000,28
6243000,527000,5
6244000,527000,8
6246000,527000,0
6247000,527000,3
6248000,527000,6
6249000,527000,20
6250000,527000,0
6252000,527000,0
6253000,527000,7
6254000,527000,13
6255000,527000,3
6257000,527000,8
6259000,527000,0
6264000,527000,9
6265000,527000,10
6266000,527000,9
6269000,527000,86
6270000,527000,144
6271000,527000,135
6272000,527000,8
6273000,527000,3
6274000,527000,27
6275000,527000,7
6276000,527000,3
6277000,527000,12
6278000,527000,15
6279000,527000,30
6280000,527000,4
6282000,527000,6
6284000,527000,0
6288000,527000,4
6290000,527000,3
6296000,527000,3
6297000,527000,3
6309000,527000,4
6310000,527000,7
6317000,527000,3
6321000,527000,5
6330000,527000,11
6334000,527000,4
6335000,527000,5
6337000,527000,0
6338000,527000,5
6339000,527000,7
6340000,527000,15
6341000,527000,7
6343000,527000,4
6344000,527000,3
6345000,527000,9
6353000,527000,0
6358000,527000,7
6367000,527000,8
6368000,527000,13
6369000,527000,0
6375000,527000,0
6377000,527000,9
6378000,527000,3
6380000,527000,3
6381000,527000,3
6382000,527000,8
6386000,527000,0
6388000,527000,4
6389000,527000,3
6390000,527000,3
6391000,527000,0
6392000,527000,3
6402000,527000,0
6417000,527000,0
6418000,527000,5
6421000,527000,6
6423000,527000,0
6424000,527000,5
6433000,527000,3
6437000,527000,0
6439000,527000,3
6441000,527000,6
6444000,527000,3
6445000,527000,3
6450000,527000,3
6452000,527000,3
6453000,527000,6
6454000,527000,26
6455000,527000,13
6456000,527000,15
6457000,527000,9
6458000,527000,22
