lat,lon,population
59.872717,17.259801,18
59.881689,17.260410,4
59.899635,17.261630,0
59.926553,17.263462,3
59.935526,17.264074,6
59.971416,17.266525,4
59.989361,17.267752,4
60.007306,17.268981,3
60.016279,17.269596,11
60.025251,17.270212,9
60.043196,17.271444,3
60.052169,17.272061,9
60.070114,17.273296,7
60.097031,17.275150,10
60.106003,17.275769,3
60.123948,17.277009,3
60.168810,17.280114,10
60.177782,17.280736,9
60.186754,17.281359,8
60.195726,17.281982,10
60.204699,17.282605,4
60.213671,17.283229,12
60.294420,17.288861,7
60.357224,17.293264,0
60.384139,17.295157,11
60.482829,17.302128,16
60.635346,17.313001,141
60.644317,17.313644,34
60.653289,17.314287,0
60.716088,17.318805,7
60.725060,17.319452,88
60.734031,17.320099,18
60.743002,17.320747,7
60.751973,17.321395,73
60.760945,17.322044,103
60.778887,17.323342,97
60.787858,17.323992,9
61.684897,17.391173,25
61.693867,17.391868,15
61.783562,17.398837,3
61.810470,17.400937,0
62.007793,17.416466,21
62.016762,17.417177,28
62.025731,17.417889,19
62.052638,17.420028,54
62.061607,17.420741,0
62.214076,17.432948,13
62.223045,17.433670,19
62.232014,17.434393,16
62.258920,17.436565,8
62.267888,17.437290,17
62.276857,17.438015,92
62.285825,17.438741,252
62.294794,17.439467,5
62.303762,17.440194,31
62.312731,17.440922,34
62.339636,17.443107,4
62.348605,17.443836,42
62.357573,17.444566,34
62.375510,17.446027,16
62.402415,17.448222,30
62.411383,17.448955,30
62.420351,17.449688,44
62.429320,17.450422,79
62.438288,17.451156,41
62.447256,17.451891,13
62.456225,17.452626,125
62.994290,17.497677,10
63.155698,17.511560,3
63.164665,17.512337,18
63.290200,17.523263,3
63.971625,17.584497,0
64.285407,17.613833,3
64.401949,17.624920,0
64.984618,17.681962,3
64.993582,17.682861,43
65.002545,17.683761,117
65.163887,17.700072,3
65.226629,17.706475,7
65.594103,17.744661,0
65.656840,17.751299,6
66.042203,17.792870,0
66.051164,17.793853,4
66.337925,17.825721,0
57.305595,17.116638,3
57.314572,17.117154,4
58.714807,17.201546,3
58.732756,17.202681,3
58.741731,17.203248,5
58.831476,17.208944,22
58.840450,17.209515,10
58.867374,17.211232,3
58.876348,17.211805,31
58.885323,17.212378,6
58.903271,17.213526,4
58.921220,17.214675,3
58.948143,17.216401,5
59.001988,17.219862,19
59.010962,17.220441,5
59.019936,17.221019,5
59.028910,17.221598,22
59.037885,17.222177,15
59.046859,17.222757,43
59.055833,17.223337,10
59.064807,17.223917,20
59.073781,17.224498,15
59.082755,17.225079,4
59.091729,17.225660,41
59.100703,17.226242,12
59.109677,17.226824,7
59.127625,17.227989,4
59.136599,17.228573,7
59.154547,17.229740,4
59.172494,17.230909,3
59.181468,17.231494,0
59.190442,17.232079,9
59.199416,17.232665,4
59.208390,17.233251,23
59.217364,17.233838,12
59.235311,17.235012,84
59.253259,17.236187,1274
59.262232,17.236775,79
59.271206,17.237364,4
59.298127,17.239132,12
59.316074,17.240312,3
59.334022,17.241494,25
59.342995,17.242086,3
59.351969,17.242678,66
59.360942,17.243270,46
59.369916,17.243863,3
59.378889,17.244456,10
59.387863,17.245049,3
59.396836,17.245643,31
59.414783,17.246832,9
59.423757,17.247427,3
59.459650,17.249810,9
59.468624,17.250406,4
59.477597,17.251003,3
59.486570,17.251601,12
59.495544,17.252199,9
59.504517,17.252797,6
59.540410,17.255194,4
59.549383,17.255794,117
59.558357,17.256394,6
59.567330,17.256995,12
59.576303,17.257596,3
59.585276,17.258198,20
59.603222,17.259402,8
59.612195,17.260005,477
59.621169,17.260608,318
59.630142,17.261211,39
59.639115,17.261815,17
59.657061,17.263024,18
59.666034,17.263629,3
59.683980,17.264840,12
59.692953,17.265446,32
59.701926,17.266052,4
59.710899,17.266659,42
59.719872,17.267267,11
59.728845,17.267874,3
59.737818,17.268482,7
59.746790,17.269091,23
59.755763,17.269699,69
59.764736,17.270308,23
59.773709,17.270918,3
59.827546,17.274583,47
59.836518,17.275196,4
59.845491,17.275808,20
59.854464,17.276421,0
59.863437,17.277034,68
59.872409,17.277648,9
59.881382,17.278262,0
59.890354,17.278877,15
59.899327,17.279492,14
59.908300,17.280107,4
59.926245,17.281339,3
59.989052,17.285663,4
60.006997,17.286901,16
60.015970,17.287521,23
60.024942,17.288142,35
60.096721,17.293119,3
60.168498,17.298122,0
60.177471,17.298749,11
60.186443,17.299376,3
60.195415,17.300004,0
60.213359,17.301261,0
60.347938,17.310740,16
60.356910,17.311375,0
60.383825,17.313283,3
60.401769,17.314557,12
60.527372,17.323520,4
60.626057,17.330620,10
60.635029,17.331267,271
60.644000,17.331916,317
60.733713,17.338422,18
60.742684,17.339075,191
60.751655,17.339728,99
60.778568,17.341691,7
60.787539,17.342346,0
61.801168,17.419191,0
62.016426,17.436265,5
62.025395,17.436983,3
62.043333,17.438419,5
62.052302,17.439138,13
62.061271,17.439857,0
62.070239,17.440577,3
62.097146,17.442739,3
62.106114,17.443461,3
62.222707,17.452888,3
62.249612,17.455075,13
62.258580,17.455805,39
62.267549,17.456536,36
62.276517,17.457267,43
62.285486,17.457999,225
62.294454,17.458731,37
62.348264,17.463134,7
62.357233,17.463869,57
62.402074,17.467554,9
62.420010,17.469032,66
62.428978,17.469771,132
62.437946,17.470512,53
62.446914,17.471252,39
62.455883,17.471993,8
62.509691,17.476450,8
62.518659,17.477195,36
62.527627,17.477940,18
62.617306,17.485419,3
62.644209,17.487673,7
62.653177,17.488425,3
62.904268,17.509700,3
62.984973,17.516627,0
62.993940,17.517399,19
63.065676,17.523596,14
63.074643,17.524373,6
63.083610,17.525151,9
63.155345,17.531391,11
63.164312,17.532174,33
63.173279,17.532957,7
63.236046,17.538454,3
63.253980,17.540029,0
63.262946,17.540818,3
63.271913,17.541607,3
63.558837,17.567153,0
63.576769,17.568768,0
63.782984,17.587515,3
64.706361,17.675373,0
64.930455,17.697712,0
64.993200,17.704041,24
65.002163,17.704948,42
65.011126,17.705855,17
65.154538,17.720468,3
65.199354,17.725071,3
65.280020,17.733399,3
65.450312,17.751166,0
65.459274,17.752108,4
65.692294,17.776857,6
66.032840,17.813925,3
66.041802,17.814915,0
66.059724,17.816898,3
66.337518,17.848025,3
68.415930,18.107230,3
68.424887,18.108459,11
58.714511,17.218798,0
58.723485,17.219370,18
58.732460,17.219942,3
58.741434,17.220514,0
58.750409,17.221086,3
58.822204,17.225678,12
58.831179,17.226254,60
58.840153,17.226830,131
58.849127,17.227406,28
58.858102,17.227983,3
58.867076,17.228560,20
58.876050,17.229137,16
58.885025,17.229715,26
58.893999,17.230293,22
58.902973,17.230872,0
58.920921,17.232029,0
58.956818,17.234350,4
58.965792,17.234931,0
58.992715,17.236675,10
59.001689,17.237258,11
59.010663,17.237840,5
59.028611,17.239007,30
59.037585,17.239591,8
59.046559,17.240175,44
59.064507,17.241344,4
59.073481,17.241929,21
59.082455,17.242515,9
59.091428,17.243101,10
59.100402,17.243687,20
59.118350,17.244861,0
59.127324,17.245448,7
59.154245,17.247213,3
59.181167,17.248980,3
59.190140,17.249570,11
59.199114,17.250161,40
59.208088,17.250751,57
59.226035,17.251934,3
59.235009,17.252525,27
59.252956,17.253710,8
59.261930,17.254303,9
59.270903,17.254896,10
59.279877,17.255490,44
59.297824,17.256678,0
59.324745,17.258463,13
59.342692,17.259655,3
59.351665,17.260252,24
59.360639,17.260849,47
59.369612,17.261446,27
59.378585,17.262044,36
59.387559,17.262642,14
59.396532,17.263240,6
59.432426,17.265637,0
59.486265,17.269245,12
59.495238,17.269847,4
59.504212,17.270450,3
59.513185,17.271053,37
59.522158,17.271657,28
59.540104,17.272865,15
59.558051,17.274075,7
59.567024,17.274681,19
59.575997,17.275287,3
59.584970,17.275893,11
59.593943,17.276499,31
59.602916,17.277107,30
59.611889,17.277714,13
59.620862,17.278322,21
59.629835,17.278930,7
59.638808,17.279538,36
59.647781,17.280147,55
59.656754,17.280757,27
59.665727,17.281366,19
59.674699,17.281976,11
59.683672,17.282587,25
59.692645,17.283198,11
59.701618,17.283809,50
59.710591,17.284421,28
59.719564,17.285033,35
59.728537,17.285645,19
59.737509,17.286258,25
59.764428,17.288098,18
59.809291,17.291174,4
59.818264,17.291790,7
59.827236,17.292407,3
59.836209,17.293024,32
59.845182,17.293641,12
59.854154,17.294259,20
59.863127,17.294877,10
59.872099,17.295496,42
59.881072,17.296114,22
59.979769,17.302949,14
59.988741,17.303572,8
59.997713,17.304197,3
60.006686,17.304821,21
60.015658,17.305446,16
60.024630,17.306071,16
60.033603,17.306697,4
60.096408,17.311087,4
60.186129,17.317393,5
60.195101,17.318026,8
60.204073,17.318659,13
60.222017,17.319927,0
60.284820,17.324376,3
60.302764,17.325651,7
60.347622,17.328846,3
60.374537,17.330767,3
60.383509,17.331409,3
60.401452,17.332693,3
60.428367,17.334622,24
60.634709,17.349534,4
60.643680,17.350187,125
60.742363,17.357402,22
61.621447,17.424014,3
61.630416,17.424716,3
62.042994,17.457523,3
62.069900,17.459698,3
62.078869,17.460424,8
62.087838,17.461150,0
62.105775,17.462604,3
62.150618,17.466249,6
62.195460,17.469905,5
62.222365,17.472105,3
62.231334,17.472840,5
62.249270,17.474310,13
62.258239,17.475045,13
62.267207,17.475782,27
62.276175,17.476518,13
62.347921,17.482431,27
62.356889,17.483172,25
62.410698,17.487630,3
62.419666,17.488375,7
62.437602,17.489866,10
62.446570,17.490613,15
62.491410,17.494352,79
62.500378,17.495101,254
62.509346,17.495851,121
62.518313,17.496602,12
62.536249,17.498104,6
62.545217,17.498856,5
62.554185,17.499609,6
62.634894,17.506404,5
62.715602,17.513242,3
62.984620,17.536342,3
62.993587,17.537120,14
63.002554,17.537899,22
63.020488,17.539458,7
63.029455,17.540239,3
63.038422,17.541020,3
63.047389,17.541801,4
63.056356,17.542583,3
63.065322,17.543366,18
63.074289,17.544149,4
63.154990,17.551222,3
63.163957,17.552011,15
63.172924,17.552800,12
63.235690,17.558340,5
63.244656,17.559133,8
63.253623,17.559927,7
63.558475,17.587262,0
63.567441,17.588076,24
63.782619,17.607785,4
64.293628,17.655968,0
64.643234,17.690099,3
64.705981,17.696328,4
64.983851,17.724307,0
64.992814,17.725220,0
65.001778,17.726134,3
65.010741,17.727049,6
65.198965,17.746414,0
65.207928,17.747344,3
65.270667,17.753872,11
65.288593,17.755743,6
65.449918,17.772713,9
65.548504,17.783198,0
65.763591,17.806380,3
66.113087,17.844971,8
66.310226,17.867259,3
68.415476,18.131556,15
68.424432,18.132794,6
58.714212,17.236050,8
58.723187,17.236626,9
58.732161,17.237202,6
58.741136,17.237779,8
58.750110,17.238356,0
58.768059,17.239511,3
58.794982,17.241245,5
58.803956,17.241825,5
58.812930,17.242404,3
58.821905,17.242984,5
58.830879,17.243564,19
58.839853,17.244144,616
58.848827,17.244725,140
58.857802,17.245306,3
58.866776,17.245887,10
58.875750,17.246469,10
58.884724,17.247052,25
58.893698,17.247634,9
58.929595,17.249968,0
58.983439,17.253479,4
59.010361,17.255240,0
59.019335,17.255828,3
59.028309,17.256416,20
59.037283,17.257004,46
59.046257,17.257593,12
59.055230,17.258182,11
59.064204,17.258771,8
59.073178,17.259361,20
59.082152,17.259951,4
59.091126,17.260541,52
59.162916,17.265278,3
59.171889,17.265872,22
59.180863,17.266466,7
59.189837,17.267061,34
59.198810,17.267656,16
59.207784,17.268251,324
59.225731,17.269443,3
59.234704,17.270039,3
59.243678,17.270636,5
59.252652,17.271233,87
59.261625,17.271830,70
59.270599,17.272428,3
59.279572,17.273026,10
59.315466,17.275423,19
59.324439,17.276023,48
59.360333,17.278427,3
59.378279,17.279631,13
59.387253,17.280234,16
59.396226,17.280837,18
59.405199,17.281440,10
59.414172,17.282044,4
59.423146,17.282648,17
59.432119,17.283253,3
59.476985,17.286281,5
59.485958,17.286888,7
59.494931,17.287495,17
59.503904,17.288102,13
59.512877,17.288710,4
59.521850,17.289319,8
59.530823,17.289927,8
59.548769,17.291146,5
59.557742,17.291756,32
59.566715,17.292366,10
59.575688,17.292977,14
59.584661,17.293588,12
59.593634,17.294199,8
59.602607,17.294811,15
59.611580,17.295423,19
59.620553,17.296035,0
59.629526,17.296648,3
59.638498,17.297262,10
59.647471,17.297875,19
59.656444,17.298489,6
59.665417,17.299104,50
59.674390,17.299718,28
59.683362,17.300334,5
59.692335,17.300949,24
59.701308,17.301565,21
59.710281,17.302182,4
59.719253,17.302798,657
59.728226,17.303415,296
59.746171,17.304651,0
59.800007,17.308366,9
59.808980,17.308987,12
59.817952,17.309608,7
59.826925,17.310229,14
59.853842,17.312096,3
59.862815,17.312719,19
59.871787,17.313342,16
59.889732,17.314590,6
59.979455,17.320853,7
59.988427,17.321482,10
59.997400,17.322111,8
60.006372,17.322740,3
60.024316,17.324000,6
60.123009,17.330957,0
60.185813,17.335410,3
60.194785,17.336048,6
60.203756,17.336686,13
60.212728,17.337324,8
60.221700,17.337963,3
60.284502,17.342447,3
60.311418,17.344375,5
60.320389,17.345019,0
60.338332,17.346307,10
60.392162,17.350181,18
60.419076,17.352124,3
60.625416,17.367142,84
60.634387,17.367800,162
60.643358,17.368458,231
61.612142,17.442151,6
61.621112,17.442858,4
62.150275,17.485420,3
62.159243,17.486156,3
62.168211,17.486892,0
62.186148,17.488367,33
62.195116,17.489105,76
62.204085,17.489843,52
62.213053,17.490582,41
62.222021,17.491322,16
62.347575,17.501727,47
62.356543,17.502474,45
62.374479,17.503970,13
62.383447,17.504719,49
62.392415,17.505468,7
62.401383,17.506217,31
62.410351,17.506967,63
62.482094,17.512987,120
62.491062,17.513741,1046
62.500030,17.514496,326
62.508997,17.515252,64
62.517965,17.516008,9
62.535901,17.517522,19
62.544868,17.518280,47
62.553836,17.519039,8
62.562804,17.519797,3
62.625577,17.525124,15
62.634544,17.525887,21
62.706284,17.532010,6
62.715251,17.532777,21
62.724219,17.533546,12
62.733186,17.534314,0
62.786990,17.538938,0
62.903562,17.549022,0
62.957364,17.553707,0
62.975298,17.555273,6
62.984265,17.556057,9
62.993232,17.556841,9
63.002199,17.557626,14
63.064966,17.563135,39
63.073933,17.563924,6
63.154632,17.571052,24
63.163599,17.571847,4
63.172566,17.572642,12
63.235331,17.578225,6
63.244297,17.579024,3
63.378791,17.591088,3
63.558111,17.607372,0
63.567077,17.608192,15
63.773286,17.627219,3
63.782251,17.628053,33
63.791217,17.628888,0
64.006381,17.649105,13
64.015346,17.649955,3
64.696634,17.716384,3
64.920721,17.739055,0
65.001389,17.747320,4
65.010352,17.748241,3
65.270274,17.775272,3
65.279237,17.776215,4
65.709419,17.822306,0
65.763189,17.828187,0
66.032029,17.857998,436
66.040990,17.859004,60
66.049951,17.860010,5
66.058912,17.861018,13
66.148521,17.871132,3
68.415019,18.155880,5
58.713912,17.253302,9
58.722886,17.253882,0
58.731860,17.254463,3
58.740835,17.255044,3
58.749809,17.255625,6
58.758783,17.256207,5
58.785706,17.257954,3
58.794680,17.258537,3
58.803654,17.259120,13
58.821603,17.260288,10
58.830577,17.260873,16
58.839551,17.261458,13
58.848525,17.262043,4
58.857499,17.262629,8
58.866473,17.263215,9
58.875448,17.263801,3
58.884422,17.264388,0
58.902370,17.265562,3
58.911344,17.266150,10
58.920318,17.266738,0
58.965187,17.269684,47
58.974161,17.270274,13
58.983135,17.270865,5
59.010057,17.272639,17
59.019031,17.273231,101
59.028004,17.273824,42
59.036978,17.274417,40
59.045952,17.275010,14
59.054926,17.275603,12
59.072873,17.276792,129
59.081847,17.277386,12
59.090821,17.277981,14
59.099794,17.278577,3
59.144662,17.281559,8
59.162610,17.282755,9
59.171583,17.283353,35
59.189530,17.284551,30
59.198504,17.285151,11
59.207477,17.285750,123
59.225424,17.286951,23
59.234398,17.287552,28
59.243371,17.288153,3
59.252345,17.288755,63
59.261318,17.289357,76
59.315158,17.292977,24
59.368997,17.296611,0
59.377971,17.297218,16
59.386944,17.297825,13
59.395917,17.298433,6
59.485648,17.304531,4
59.494621,17.305142,19
59.503594,17.305755,20
59.512567,17.306367,18
59.521540,17.306980,36
59.530513,17.307594,9
59.539486,17.308207,6
59.548458,17.308822,39
59.557431,17.309436,29
59.566404,17.310051,13
59.575377,17.310666,3
59.584350,17.311282,27
59.611268,17.313131,10
59.620241,17.313749,8
59.638187,17.314984,9
59.647159,17.315603,54
59.656132,17.316221,61
59.665105,17.316841,15
59.674077,17.317460,11
59.692023,17.318700,6
59.709968,17.319942,38
59.727913,17.321186,706
59.736886,17.321808,280
59.745858,17.322430,22
59.799693,17.326175,11
59.808666,17.326800,25
59.817638,17.327426,26
59.826610,17.328052,3
59.835583,17.328679,3
59.844555,17.329306,11
59.853528,17.329933,65
59.970167,17.338125,23
59.979139,17.338758,20
59.988111,17.339391,10
59.997083,17.340025,17
60.006055,17.340659,12
60.015027,17.341294,19
60.024000,17.341928,0
60.032972,17.342564,14
60.041944,17.343200,0
60.059888,17.344472,8
60.104747,17.347661,12
60.113719,17.348300,3
60.131663,17.349579,0
60.194466,17.354069,3
60.212409,17.355355,0
60.257268,17.358579,0
60.293154,17.361165,0
60.311097,17.362461,0
60.320069,17.363109,3
60.329040,17.363758,16
60.338012,17.364407,7
60.346983,17.365057,18
60.355955,17.365707,9
60.418755,17.370269,21
60.526410,17.378137,4
60.607150,17.384078,7
60.625092,17.385403,226
60.634063,17.386066,137
62.149929,17.504591,18
62.158897,17.505332,14
62.167866,17.506074,20
62.176834,17.506817,24
62.185802,17.507560,92
62.194770,17.508304,11
62.212707,17.509793,3
62.221675,17.510538,34
62.230643,17.511284,3
62.239611,17.512030,8
62.248579,17.512777,9
62.347227,17.521024,5
62.356195,17.521776,61
62.365163,17.522530,55
62.374131,17.523284,64
62.383099,17.524038,99
62.392066,17.524793,83
62.401034,17.525548,11
62.445873,17.529332,10
62.454841,17.530091,42
62.463808,17.530850,43
62.472776,17.531609,36
62.481744,17.532369,134
62.490711,17.533130,131
62.499679,17.533891,16
62.508647,17.534652,3
62.517614,17.535414,0
62.526582,17.536177,6
62.535549,17.536940,4
62.544517,17.537704,35
62.553484,17.538468,9
62.562452,17.539233,8
62.625224,17.544600,7
62.679028,17.549221,6
62.687996,17.549993,5
62.696963,17.550766,20
62.705930,17.551539,12
62.714897,17.552312,20
62.723865,17.553087,60
62.732832,17.553861,14
62.741799,17.554636,5
62.750766,17.555412,0
62.786635,17.558521,8
62.912172,17.569468,0
62.957007,17.573403,7
62.974940,17.574981,4
62.983907,17.575771,8
62.992874,17.576561,16
63.055640,17.582109,5
63.064607,17.582904,9
63.145305,17.590081,0
63.154272,17.590882,21
63.163238,17.591682,33
63.172205,17.592484,51
63.181171,17.593286,3
63.190137,17.594088,0
63.234969,17.598109,0
63.387393,17.611887,3
63.557744,17.627481,5
63.772915,17.647480,11
63.781881,17.648321,31
64.014972,17.670392,6
64.041866,17.672965,3
64.122548,17.680718,3
64.310801,17.699004,3
64.525938,17.720248,3
64.911368,17.759254,0
64.920331,17.760176,3
65.260916,17.795723,12
65.269878,17.796672,5
65.278840,17.797622,11
65.762784,17.849993,0
66.031619,17.880034,74
66.040580,17.881047,238
66.094344,17.887144,0
66.112266,17.889182,8
58.704635,17.269968,0
58.713609,17.270553,11
58.722583,17.271138,3
58.731557,17.271723,0
58.740532,17.272308,3
58.776428,17.274653,22
58.794376,17.275828,3
58.830273,17.278182,3
58.839247,17.278771,15
58.848221,17.279361,3
58.857195,17.279951,4
58.875143,17.281132,4
58.884117,17.281723,7
58.911038,17.283499,9
58.928986,17.284685,16
58.964881,17.287060,6
58.973855,17.287655,33
59.009750,17.290038,34
59.018724,17.290635,45
59.027698,17.291232,66
59.036671,17.291829,1525
59.045645,17.292427,620
59.054619,17.293025,15
59.063592,17.293623,22
59.072566,17.294222,20
59.081540,17.294821,0
59.099487,17.296021,17
59.144354,17.299026,4
59.153328,17.299628,13
59.162301,17.300231,3
59.171275,17.300834,7
59.180248,17.301437,28
59.189222,17.302041,24
59.207168,17.303249,18
59.216142,17.303854,113
59.225115,17.304459,3
59.234088,17.305065,63
59.323821,17.311141,18
59.332794,17.311750,5
59.368687,17.314193,0
59.377660,17.314804,3
59.386633,17.315416,3
59.395606,17.316029,3
59.404579,17.316641,4
59.413552,17.317255,3
59.476363,17.321557,9
59.485336,17.322173,4
59.494308,17.322790,33
59.503281,17.323406,29
59.512254,17.324024,24
59.521227,17.324641,14
59.530200,17.325260,40
59.539173,17.325878,11
59.548145,17.326497,5
59.557118,17.327116,11
59.566091,17.327736,25
59.575064,17.328356,32
59.593009,17.329597,11
59.601982,17.330218,0
59.637872,17.332707,5
59.646845,17.333330,28
59.655818,17.333953,34
59.664790,17.334577,27
59.682735,17.335826,11
59.691708,17.336451,42
59.709653,17.337702,19
59.718625,17.338329,6
59.727598,17.338955,33
59.736570,17.339582,41
59.745543,17.340210,37
59.754515,17.340837,9
59.763488,17.341466,9
59.772460,17.342094,22
59.790405,17.343353,0
59.799377,17.343982,3
59.808349,17.344613,24
59.835266,17.346505,64
59.844238,17.347137,48
59.853211,17.347769,34
59.862183,17.348402,6
59.871155,17.349035,3
59.898072,17.350936,5
59.907044,17.351571,3
59.951904,17.354750,5
59.960877,17.355387,16
59.978821,17.356662,11
59.987793,17.357300,59
59.996765,17.357938,63
60.014709,17.359217,39
60.023680,17.359857,26
60.032652,17.360497,13
60.041624,17.361137,0
60.050596,17.361778,3
60.077512,17.363704,10
60.095455,17.364989,3
60.104427,17.365633,23
60.140314,17.368211,12
60.194144,17.372090,4
60.203116,17.372738,3
60.239002,17.375334,3
60.247974,17.375984,8
60.256946,17.376634,22
60.265917,17.377285,7
60.292832,17.379240,15
60.319746,17.381199,13
60.328717,17.381853,18
60.337689,17.382507,5
60.346660,17.383161,11
60.355631,17.383816,12
60.391517,17.386441,0
60.418430,17.388413,22
60.427402,17.389071,20
60.436373,17.389730,3
60.445344,17.390389,42
60.526084,17.396341,16
60.535055,17.397005,0
60.588881,17.400994,10
60.597852,17.401661,38
60.606823,17.402328,265
60.615794,17.402995,1130
60.624765,17.403663,617
60.633736,17.404331,701
62.221326,17.529754,3
62.230294,17.530505,49
62.436553,17.547928,50
62.445520,17.548692,17
62.454488,17.549456,0
62.463456,17.550221,17
62.472423,17.550986,28
62.481391,17.551752,4
62.508293,17.554052,3
62.517261,17.554820,13
62.526228,17.555588,0
62.535195,17.556357,20
62.615902,17.563301,4
62.651771,17.566401,7
62.660738,17.567178,3
62.669705,17.567955,3
62.678672,17.568732,0
62.696606,17.570288,28
62.705574,17.571067,8
62.714541,17.571847,16
62.723508,17.572627,4
62.741442,17.574189,5
62.902846,17.588342,6
62.911813,17.589133,13
62.983546,17.595484,8
62.992513,17.596281,9
63.055278,17.601871,28
63.064245,17.602672,11
63.144942,17.609904,3
63.153908,17.610710,10
63.162875,17.611517,3
63.171841,17.612325,3
63.387026,17.631876,3
63.548409,17.646757,7
63.557374,17.647589,0
63.772542,17.667741,3
64.516589,17.740164,5
64.902012,17.779440,3
65.161931,17.806642,3
65.251554,17.816159,3
65.260517,17.817114,0
65.368062,17.828638,7
65.529376,17.846121,3
65.547300,17.848078,12
65.744453,17.869806,3
65.753414,17.870802,0
65.896792,17.886846,8
65.986401,17.896975,4
66.031205,17.902069,97
66.040166,17.903090,705
66.049127,17.904112,23
66.084969,17.908207,0
58.749200,17.290162,6
58.785096,17.292527,3
58.794070,17.293119,3
58.812018,17.294304,3
58.820992,17.294897,22
58.829966,17.295490,19
58.838940,17.296084,4
58.847914,17.296678,34
58.856888,17.297273,0
58.865862,17.297868,4
58.892783,17.299655,12
58.901757,17.300251,22
58.910731,17.300848,4
58.928678,17.302043,14
58.937652,17.302640,3
58.973547,17.305036,26
59.000468,17.306836,3
59.009441,17.307437,17
59.018415,17.308038,5
59.027389,17.308639,352
59.036362,17.309241,2110
59.045336,17.309843,767
59.054309,17.310446,3
59.072256,17.311652,4
59.081230,17.312256,10
59.090203,17.312860,13
59.099177,17.313465,5
59.135071,17.315887,3
59.144044,17.316493,14
59.153017,17.317100,10
59.161991,17.317707,4
59.170964,17.318314,3
59.179937,17.318922,3
59.188911,17.319530,29
59.197884,17.320139,20
59.206857,17.320748,24
59.215830,17.321357,59
59.314535,17.328085,31
59.323508,17.328699,6
59.332481,17.329314,0
59.404265,17.334242,3
59.413238,17.334859,3
59.449130,17.337334,4
59.458102,17.337954,3
59.467075,17.338574,4
59.476048,17.339194,3
59.502966,17.341058,10
59.511939,17.341680,6
59.520912,17.342302,24
59.529885,17.342925,29
59.538857,17.343548,3
59.547830,17.344172,12
59.556803,17.344796,5
59.565775,17.345420,6
59.592693,17.347295,13
59.601666,17.347921,18
59.619611,17.349174,5
59.646528,17.351056,7
59.655501,17.351684,23
59.664473,17.352313,15
59.682418,17.353572,18
59.691391,17.354201,5
59.700363,17.354831,3
59.709335,17.355462,11
59.718308,17.356093,0
59.727280,17.356724,5
59.736252,17.357356,7
59.745225,17.357988,32
59.772142,17.359887,4
59.790086,17.361155,62
59.799058,17.361790,25
59.808031,17.362425,20
59.825975,17.363696,34
59.843919,17.364969,23
59.852891,17.365606,13
59.861864,17.366243,6
59.870836,17.366881,6
59.879808,17.367519,7
59.933640,17.371356,12
59.942612,17.371997,23
59.951584,17.372639,67
59.960556,17.373280,144
59.969528,17.373923,39
59.978500,17.374565,23
59.987472,17.375208,12
59.996443,17.375852,0
60.005415,17.376495,14
60.014387,17.377140,8
60.023359,17.377784,0
60.032331,17.378429,20
60.086161,17.382308,7
60.095133,17.382956,3
60.104105,17.383604,5
60.122048,17.384902,3
60.139991,17.386202,3
60.148963,17.386852,3
60.184849,17.389458,4
60.193821,17.390110,23
60.202792,17.390763,5
60.238678,17.393379,0
60.247650,17.394034,6
60.256621,17.394689,18
60.265592,17.395345,20
60.283535,17.396658,7
60.292507,17.397315,23
60.301478,17.397972,17
60.310449,17.398630,24
60.319421,17.399288,12
60.337363,17.400606,5
60.346334,17.401266,11
60.355306,17.401926,13
60.364277,17.402586,3
60.382219,17.403908,16
60.427075,17.407221,6
60.436046,17.407884,238
60.445017,17.408549,158
60.453988,17.409213,3
60.462959,17.409878,28
60.471930,17.410544,0
60.480901,17.411210,8
60.498843,17.412543,3
60.507814,17.413210,0
60.525756,17.414546,184
60.534727,17.415214,99
60.543698,17.415883,41
60.597523,17.419905,4
60.606494,17.420577,1191
60.615465,17.421250,708
60.624435,17.421922,515
60.633406,17.422596,170
61.691841,17.505191,0
62.220974,17.548969,87
62.229942,17.549726,19
62.238909,17.550483,3
62.436198,17.567281,12
62.445165,17.568050,3
62.463100,17.569591,29
62.507937,17.573451,8
62.516904,17.574225,10
62.525872,17.574999,6
62.534839,17.575774,23
62.651412,17.585894,3
62.660379,17.586676,5
62.687280,17.589026,5
62.696247,17.589811,4
62.705214,17.590595,3
62.714181,17.591381,4
62.723148,17.592167,9
62.911450,17.608798,4
62.920417,17.609596,8
62.992149,17.616000,19
63.036981,17.620020,0
63.045947,17.620826,28
63.054914,17.621632,32
63.063880,17.622439,7
63.135610,17.628914,0
63.144576,17.629726,12
63.153542,17.630539,3
63.162508,17.631352,29
63.386656,17.651864,6
64.318998,17.741203,3
64.327962,17.742095,0
64.435527,17.752847,3
64.919542,17.802417,6
65.546892,17.869704,3
65.735081,17.890592,5
65.914300,17.910800,16
65.977025,17.917946,10
65.985986,17.918970,3
66.048710,17.926161,3
66.084551,17.930287,6
66.872998,18.024409,10
58.730944,17.306241,3
58.748892,17.307430,9
58.793762,17.310409,0
58.811709,17.311603,3
58.820683,17.312201,8
58.829657,17.312799,8
58.838631,17.313397,10
58.847605,17.313996,0
58.856578,17.314595,4
58.865552,17.315194,55
58.874526,17.315794,6
58.883500,17.316394,10
58.892473,17.316994,10
58.901447,17.317595,5
58.919395,17.318798,3
58.937342,17.320003,3
58.955289,17.321208,10
